Linux 5.15.0-113-generic (cryptoguard) 	07/17/24 	_x86_64_	(20 CPU)

09:15:43     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:15:50      13    7.00    0.00    9.00   15.00    0.00    2.00    0.00    0.00    0.00   67.00
09:15:50      14   11.11    0.00   20.20   14.14    0.00   13.13    0.00    0.00    0.00   41.41
09:15:50      15   10.42    0.00   13.54    0.00    0.00    4.17    0.00    0.00    0.00   71.88
09:15:50      16    7.61    0.00   13.04    8.70    0.00    1.09    0.00    0.00    0.00   69.57
09:15:50      17    8.33    0.00   12.50    0.00    0.00    5.21    0.00    0.00    0.00   73.96
09:15:50      18    8.42    0.00   13.68    0.00    0.00    2.11    0.00    0.00    0.00   75.79
09:15:50      19    6.25    0.00   15.62    0.00    0.00    4.17    0.00    0.00    0.00   73.96

09:15:50     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:15:51     all    8.23    0.00   12.25   19.00    0.00    4.57    0.05    0.00    0.00   55.89
09:15:51       0   19.80    0.00   40.59    0.00    0.00   13.86    0.00    0.00    0.00   25.74
09:15:51       1    5.77    0.00    8.65   23.08    0.00    3.85    0.00    0.00    0.00   58.65
09:15:51       2    4.00    0.00    2.00   51.00    0.00    5.00    0.00    0.00    0.00   38.00
09:15:51       3    5.00    0.00    3.00   77.00    0.00    2.00    0.00    0.00    0.00   13.00
09:15:51       4    3.12    0.00    3.12   69.79    0.00    1.04    0.00    0.00    0.00   22.92
09:15:51       5    5.26    0.00   13.68    0.00    0.00    2.11    1.05    0.00    0.00   77.89
09:15:51       6    6.32    0.00    7.37    1.05    0.00    1.05    0.00    0.00    0.00   84.21
09:15:51       7   13.00    0.00   30.00    0.00    0.00    7.00    0.00    0.00    0.00   50.00
09:15:51       8   10.31    0.00   12.37    7.22    0.00    3.09    0.00    0.00    0.00   67.01
09:15:51       9    7.53    0.00    9.68    6.45    0.00    3.23    0.00    0.00    0.00   73.12
09:15:51      10    2.97    0.00    5.94   30.69    0.00    2.97    0.00    0.00    0.00   57.43
09:15:51      11    4.95    0.00    5.94   30.69    0.00    3.96    0.00    0.00    0.00   54.46
09:15:51      12   21.78    0.00   30.69   10.89    0.00   17.82    0.00    0.00    0.00   18.81
09:15:51      13    8.82    0.00    6.86    4.90    0.00    3.92    0.00    0.00    0.00   75.49
09:15:51      14    8.00    0.00   10.00   17.00    0.00    6.00    0.00    0.00    0.00   59.00
09:15:51      15    8.42    0.00   12.63    7.37    0.00    3.16    0.00    0.00    0.00   68.42
09:15:51      16    6.19    0.00   14.43    7.22    0.00    3.09    0.00    0.00    0.00   69.07
09:15:51      17    8.60    0.00    8.60    0.00    0.00    3.23    0.00    0.00    0.00   79.57
09:15:51      18    6.12    0.00   11.22   18.37    0.00    3.06    0.00    0.00    0.00   61.22
09:15:51      19    8.08    0.00    7.07   14.14    0.00    1.01    0.00    0.00    0.00   69.70

09:15:51     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:15:52     all    8.23    0.00   11.84   20.23    0.00    4.22    0.00    0.00    0.00   55.48
09:15:52       0   29.29    0.00   50.51    0.00    0.00   17.17    0.00    0.00    0.00    3.03
09:15:52       1    1.96    0.00    1.96   67.65    0.00    5.88    0.00    0.00    0.00   22.55
09:15:52       2    4.17    0.00    6.25   46.88    0.00    1.04    0.00    0.00    0.00   41.67
09:15:52       3    4.08    0.00    2.04   48.98    0.00    0.00    0.00    0.00    0.00   44.90
09:15:52       4    3.00    0.00    1.00   48.00    0.00    1.00    0.00    0.00    0.00   47.00
09:15:52       5   13.27    0.00    8.16    8.16    0.00    3.06    0.00    0.00    0.00   67.35
09:15:52       6    5.32    0.00    7.45   17.02    0.00    4.26    0.00    0.00    0.00   65.96
09:15:52       7    8.70    0.00   10.87    2.17    0.00    3.26    0.00    0.00    0.00   75.00
09:15:52       8    8.08    0.00   16.16   11.11    0.00    2.02    0.00    0.00    0.00   62.63
09:15:52       9    8.79    0.00   12.09    0.00    0.00    0.00    0.00    0.00    0.00   79.12
09:15:52      10    7.00    0.00   12.00   34.00    0.00    4.00    0.00    0.00    0.00   43.00
