Linux 5.15.0-113-generic (cryptoguard) 	07/17/24 	_x86_64_	(20 CPU)

08:51:10     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:51:11     all   15.05    0.00   27.74    0.09    0.00   23.83    0.00    0.00    0.00   33.29
08:51:11       0   16.00    0.00   20.00    0.00    0.00   34.40    0.00    0.00    0.00   29.60
08:51:11       1   15.13    0.00   19.33    0.00    0.00   31.09    0.00    0.00    0.00   34.45
08:51:11       2   10.67    0.00   16.00    0.00    0.00   45.33    0.00    0.00    0.00   28.00
08:51:11       3   13.27    0.00   32.65    0.00    0.00   15.31    0.00    0.00    0.00   38.78
08:51:11       4   21.05    0.00   19.30    0.00    0.00   25.44    0.00    0.00    0.00   34.21
08:51:11       5   12.84    0.00   22.30    0.00    0.00   47.30    0.00    0.00    0.00   17.57
08:51:11       6   21.65    0.00   34.02    0.00    0.00   17.53    0.00    0.00    0.00   26.80
08:51:11       7   16.95    0.00   22.03    0.00    0.00   36.44    0.00    0.00    0.00   24.58
08:51:11       8   18.09    0.00   38.30    0.00    0.00   20.21    0.00    0.00    0.00   23.40
08:51:11       9   18.82    0.00   43.53    0.00    0.00   14.12    0.00    0.00    0.00   23.53
08:51:11      10   15.52    0.00   42.24    0.00    0.00    0.86    0.00    0.00    0.00   41.38
08:51:11      11    9.73    0.00   41.59    0.00    0.00    1.77    0.00    0.00    0.00   46.90
08:51:11      12   13.79    0.00   40.52    0.00    0.00    0.00    0.00    0.00    0.00   45.69
08:51:11      13   13.45    0.00   41.18    0.00    0.00    0.84    0.00    0.00    0.00   44.54
08:51:11      14   16.36    0.00   41.82    0.00    0.00    0.00    0.00    0.00    0.00   41.82
08:51:11      15   20.39    0.00   17.48    0.00    0.00   19.42    0.00    0.00    0.00   42.72
08:51:11      16   10.26    0.00   23.93    0.00    0.00   32.48    0.00    0.00    0.00   33.33
08:51:11      17   15.54    0.00   13.51    0.00    0.00   43.92    0.00    0.00    0.00   27.03
08:51:11      18   12.84    0.00   15.54    0.00    0.00   45.95    0.00    0.00    0.00   25.68
08:51:11      19   13.79    0.00   31.03    2.30    0.00    6.90    0.00    0.00    0.00   45.98

08:51:11     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:51:12     all   19.71    0.00   29.70    0.20    0.00    6.96    0.00    0.00    0.00   43.42
08:51:12       0   21.00    0.00   29.00    1.00    0.00    7.00    0.00    0.00    0.00   42.00
08:51:12       1   17.35    0.00   29.59    0.00    0.00    4.08    0.00    0.00    0.00   48.98
08:51:12       2   18.45    0.00   27.18    1.94    0.00    5.83    0.00    0.00    0.00   46.60
08:51:12       3   21.57    0.00   32.35    0.00    0.00    3.92    0.00    0.00    0.00   42.16
08:51:12       4   16.84    0.00   28.42    0.00    0.00    5.26    0.00    0.00    0.00   49.47
08:51:12       5   20.59    0.00   48.04    0.00    0.00   17.65    0.00    0.00    0.00   13.73
08:51:12       6   18.09    0.00   30.85    0.00    0.00    9.57    0.00    0.00    0.00   41.49
08:51:12       7   17.39    0.00   28.26    0.00    0.00    7.61    0.00    0.00    0.00   46.74
08:51:12       8   18.18    0.00   37.37    0.00    0.00   16.16    0.00    0.00    0.00   28.28
08:51:12       9   20.41    0.00   34.69    0.00    0.00   10.20    0.00    0.00    0.00   34.69
08:51:12      10   23.23    0.00   20.20    0.00    0.00    1.01    0.00    0.00    0.00   55.56
08:51:12      11   18.75    0.00   18.75    0.00    0.00    1.04    0.00    0.00    0.00   61.46
08:51:12      12   18.18    0.00   21.21    0.00    0.00    2.02    0.00    0.00    0.00   58.59
08:51:12      13   17.35    0.00   24.49    0.00    0.00    0.00    0.00    0.00    0.00   58.16
08:51:12      14   20.00    0.00   20.00    0.00    0.00    2.11    0.00    0.00    0.00   57.89
08:51:12      15   23.96    0.00   32.29    0.00    0.00   11.46    0.00    0.00    0.00   32.29
08:51:12      16   23.53    0.00   32.35    0.98    0.00   10.78    0.00    0.00    0.00   32.35
08:51:12      17   15.79    0.00   28.42    0.00    0.00    7.37    0.00    0.00    0.00   48.42
08:51:12      18   16.49    0.00   36.08    0.00    0.00    9.28    0.00    0.00    0.00   38.14
08:51:12      19   26.88    0.00   33.33    0.00    0.00    6.45    0.00    0.00    0.00   33.33

08:51:12     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:51:13     all   51.27    0.00   18.64    0.00    0.00    3.78    0.00    0.00    0.00   26.31
08:51:13       0   51.46    0.00   18.45    0.00    0.00    3.88    0.00    0.00    0.00   26.21
08:51:13       1   51.00    0.00   19.00    0.00    0.00    1.00    0.00    0.00    0.00   29.00
08:51:13       2   50.96    0.00   19.23    0.00    0.00    2.88    0.00    0.00    0.00   26.92
08:51:13       3   54.46    0.00   16.83    0.00    0.00    1.98    0.00    0.00    0.00   26.73
08:51:13       4   53.06    0.00   14.29    0.00    0.00    3.06    0.00    0.00    0.00   29.59
08:51:13       5   54.08    0.00   21.43    0.00    0.00    6.12    0.00    0.00    0.00   18.37
08:51:13       6   55.32    0.00   18.09    0.00    0.00    3.19    0.00    0.00    0.00   23.40
08:51:13       7   13.21    0.00   35.85    0.00    0.00    3.77    0.00    0.00    0.00   47.17
08:51:13       8   50.00    0.00   26.53    0.00    0.00   19.39    0.00    0.00    0.00    4.08
08:51:13       9   47.96    0.00   14.29    0.00    0.00    4.08    0.00    0.00    0.00   33.67
