Time,cpu usage
12시 50분 02초,99.75
12시 50분 03초,100.0
12시 50분 04초,100.0
12시 50분 05초,99.75
12시 50분 06초,99.75
12시 50분 07초,99.25
12시 50분 08초,99.75
12시 50분 09초,99.25
12시 50분 10초,100.0
12시 50분 11초,99.0
12시 50분 12초,92.48
12시 50분 13초,96.21
12시 50분 14초,99.75
12시 50분 15초,99.5
12시 50분 16초,99.75
12시 50분 17초,99.5
12시 50분 18초,99.25
12시 50분 19초,99.75
12시 50분 20초,99.25
12시 50분 21초,98.75
12시 50분 22초,99.5
12시 50분 23초,99.25
12시 50분 24초,99.5
12시 50분 25초,100.0
12시 50분 26초,100.0
12시 50분 27초,99.75
12시 50분 28초,100.0
12시 50분 29초,100.0
12시 50분 30초,99.75
12시 50분 31초,100.0
12시 50분 32초,99.5
12시 50분 33초,99.5
12시 50분 34초,100.0
12시 50분 35초,99.75
12시 50분 36초,99.5
12시 50분 37초,99.75
12시 50분 38초,100.0
12시 50분 39초,99.25
12시 50분 40초,100.0
12시 50분 41초,99.75
12시 50분 42초,99.49
12시 50분 43초,100.0
12시 50분 44초,99.75
12시 50분 45초,100.0
12시 50분 46초,100.0
12시 50분 47초,99.24
12시 50분 48초,67.25
12시 50분 49초,74.25
12시 50분 50초,74.19
12시 50분 51초,72.75
12시 50분 52초,88.97
12시 50분 53초,99.75
12시 50분 54초,99.75
12시 50분 55초,99.75
12시 50분 56초,99.75
12시 50분 57초,99.5
12시 50분 58초,100.0
12시 50분 59초,100.0
12시 51분 00초,98.25
12시 51분 01초,99.5
12시 42분 16초,99.75
12시 42분 17초,99.5
12시 42분 18초,90.2
12시 42분 19초,99.5
12시 42분 20초,99.75
12시 42분 21초,99.75
12시 42분 22초,99.75
12시 42분 23초,99.75
12시 42분 24초,99.0
12시 42분 25초,100.0
12시 42분 26초,96.75
12시 42분 27초,100.0
12시 42분 28초,99.25
12시 42분 29초,99.75
12시 42분 30초,100.0
12시 42분 31초,99.5
12시 42분 32초,100.0
12시 42분 33초,99.75
12시 42분 34초,99.5
12시 42분 35초,99.25
12시 42분 36초,99.5
12시 42분 37초,99.5
12시 42분 38초,99.5
12시 42분 39초,99.75
12시 42분 40초,99.5
12시 42분 41초,99.5
12시 42분 42초,100.0
12시 42분 43초,99.5
12시 42분 44초,100.0
12시 42분 45초,99.75
12시 42분 46초,99.25
12시 42분 47초,99.5
12시 42분 48초,100.0
12시 42분 49초,100.0
12시 42분 50초,100.0
12시 42분 51초,99.75
12시 42분 52초,99.5
12시 42분 53초,99.75
12시 42분 54초,99.75
12시 42분 55초,99.5
12시 42분 56초,99.75
12시 42분 57초,100.0
12시 42분 58초,99.75
12시 42분 59초,99.75
12시 43분 00초,100.0
12시 43분 01초,69.42
12시 43분 02초,74.31
12시 43분 03초,74.81
12시 43분 04초,72.75
12시 43분 05초,85.43
12시 43분 06초,99.5
12시 43분 07초,99.5
12시 43분 08초,99.75
12시 43분 09초,99.75
12시 43분 10초,99.0
12시 43분 11초,98.74
12시 43분 12초,100.0
12시 43분 13초,100.0
12시 43분 14초,99.25
12시 43분 15초,99.5
12시 44분 09초,99.0
12시 44분 09초,98.75
12시 44분 11초,89.95
12시 44분 11초,99.0
12시 44분 13초,99.75
12시 44분 14초,98.75
12시 44분 15초,99.25
12시 44분 16초,100.0
12시 44분 17초,99.75
12시 44분 18초,99.5
12시 44분 19초,97.47
12시 44분 20초,99.25
12시 44분 21초,100.0
12시 44분 22초,99.75
12시 44분 23초,99.26
12시 44분 24초,100.0
12시 44분 25초,99.5
12시 44분 26초,99.75
12시 44분 27초,99.5
12시 44분 28초,100.0
12시 44분 29초,99.75
12시 44분 30초,99.5
12시 44분 31초,99.75
12시 44분 32초,100.0
12시 44분 33초,99.75
12시 44분 34초,100.0
12시 44분 35초,99.5
12시 44분 36초,99.25
12시 44분 37초,100.0
12시 44분 38초,100.0
12시 44분 39초,100.0
12시 44분 40초,99.5
12시 44분 41초,100.0
12시 44분 42초,99.5
12시 44분 43초,99.75
12시 44분 44초,100.0
12시 44분 45초,99.25
12시 44분 46초,99.75
12시 44분 47초,100.0
12시 44분 48초,99.5
12시 44분 49초,99.49
12시 44분 50초,100.0
12시 44분 51초,99.49
12시 44분 52초,100.0
12시 44분 53초,99.75
12시 44분 54초,90.4
12시 44분 55초,64.57
12시 44분 56초,75.0
12시 44분 57초,73.5
12시 44분 58초,74.31
12시 44분 59초,99.5
12시 45분 00초,99.25
12시 45분 01초,99.75
12시 45분 02초,99.5
12시 45분 03초,99.25
12시 45분 04초,99.25
12시 45분 05초,99.75
12시 45분 06초,99.5
12시 45분 07초,99.75
12시 45분 08초,100.0
12시 46분 32초,99.75
12시 46분 33초,98.25
12시 46분 34초,90.43
12시 46분 35초,99.75
12시 46분 36초,99.75
12시 46분 37초,99.25
12시 46분 38초,99.75
12시 46분 39초,100.0
12시 46분 40초,99.75
12시 46분 41초,99.25
12시 46분 42초,96.99
12시 46분 43초,100.0
12시 46분 44초,100.0
12시 46분 45초,100.0
12시 46분 46초,100.0
12시 46분 47초,99.25
12시 46분 48초,99.5
12시 46분 49초,100.0
12시 46분 50초,99.5
12시 46분 51초,100.0
12시 46분 52초,99.5
12시 46분 53초,100.0
12시 46분 54초,99.5
12시 46분 55초,99.75
12시 46분 56초,99.25
12시 46분 57초,99.5
12시 46분 58초,100.0
12시 46분 59초,99.0
12시 47분 00초,99.5
12시 47분 01초,99.5
12시 47분 02초,99.75
12시 47분 03초,100.0
12시 47분 04초,99.75
12시 47분 05초,99.25
12시 47분 06초,99.5
12시 47분 07초,99.5
12시 47분 08초,99.75
12시 47분 09초,99.5
12시 47분 10초,99.75
12시 47분 11초,98.23
12시 47분 12초,99.24
12시 47분 13초,100.0
12시 47분 14초,99.5
12시 47분 15초,99.75
12시 47분 16초,100.0
12시 47분 17초,82.41
12시 47분 18초,66.83
12시 47분 19초,74.81
12시 47분 20초,73.07
12시 47분 21초,79.09
12시 47분 22초,99.75
12시 47분 23초,99.75
12시 47분 24초,100.0
12시 47분 25초,99.75
12시 47분 26초,100.0
12시 47분 27초,99.5
12시 47분 28초,99.5
12시 47분 29초,99.25
12시 47분 30초,99.5
12시 47분 31초,100.0
12시 45분 15초,99.0
12시 45분 16초,98.5
12시 45분 17초,93.43
12시 45분 18초,95.97
12시 45분 19초,99.5
12시 45분 20초,99.75
12시 45분 21초,100.0
12시 45분 22초,99.25
12시 45분 23초,100.0
12시 45분 24초,99.75
12시 45분 25초,97.98
12시 45분 26초,99.75
12시 45분 27초,99.75
12시 45분 28초,99.75
12시 45분 29초,100.0
12시 45분 30초,99.5
12시 45분 31초,99.75
12시 45분 32초,99.25
12시 45분 33초,100.0
12시 45분 34초,100.0
12시 45분 35초,99.5
12시 45분 36초,99.01
12시 45분 37초,99.5
12시 45분 38초,99.75
12시 45분 39초,99.5
12시 45분 40초,99.75
12시 45분 41초,100.0
12시 45분 42초,99.5
12시 45분 43초,99.75
12시 45분 44초,100.0
12시 45분 45초,99.25
12시 45분 46초,99.25
12시 45분 47초,99.0
12시 45분 48초,99.75
12시 45분 49초,99.25
12시 45분 50초,99.5
12시 45분 51초,99.5
12시 45분 52초,100.0
12시 45분 53초,99.75
12시 45분 54초,99.25
12시 45분 55초,99.49
12시 45분 56초,100.0
12시 45분 57초,100.0
12시 45분 58초,100.0
12시 45분 59초,100.0
12시 46분 00초,63.41
12시 46분 01초,74.62
12시 46분 02초,74.75
12시 46분 03초,72.86
12시 46분 04초,91.46
12시 46분 05초,99.5
12시 46분 06초,99.75
12시 46분 07초,99.5
12시 46분 08초,100.0
12시 46분 09초,99.75
12시 46분 10초,98.99
12시 46분 11초,100.0
12시 46분 12초,99.75
12시 46분 13초,100.0
12시 46분 14초,100.0
12시 38분 33초,98.99
12시 38분 34초,90.45
12시 38분 35초,98.25
12시 38분 36초,100.0
12시 38분 37초,100.0
12시 38분 38초,99.75
12시 38분 39초,99.75
12시 38분 40초,98.99
12시 38분 41초,99.75
12시 38분 42초,100.0
12시 38분 43초,97.24
12시 38분 44초,99.5
12시 38분 45초,99.5
12시 38분 46초,99.75
12시 38분 47초,99.5
12시 38분 48초,99.5
12시 38분 49초,100.0
12시 38분 50초,99.5
12시 38분 51초,99.5
12시 38분 52초,99.0
12시 38분 53초,99.5
12시 38분 54초,99.75
12시 38분 55초,99.25
12시 38분 56초,99.75
12시 38분 57초,99.49
12시 38분 58초,97.48
12시 38분 59초,99.25
12시 39분 00초,98.25
12시 39분 01초,99.75
12시 39분 02초,99.5
12시 39분 03초,99.75
12시 39분 04초,99.5
12시 39분 05초,100.0
12시 39분 06초,100.0
12시 39분 07초,99.25
12시 39분 08초,99.75
12시 39분 09초,99.0
12시 39분 10초,99.0
12시 39분 11초,98.99
12시 39분 12초,98.99
12시 39분 13초,100.0
12시 39분 14초,98.72
12시 39분 15초,100.0
12시 39분 16초,100.0
12시 39분 17초,99.75
12시 39분 18초,76.01
12시 39분 19초,70.0
12시 39분 20초,74.62
12시 39분 21초,73.18
12시 39분 22초,82.29
12시 39분 23초,99.75
12시 39분 24초,99.0
12시 39분 25초,100.0
12시 39분 26초,99.26
12시 39분 27초,99.75
12시 39분 28초,99.75
12시 39분 29초,100.0
12시 39분 30초,99.75
12시 39분 31초,98.25
12시 39분 32초,100.0
12시 39분 43초,98.75
12시 39분 44초,96.48
12시 39분 45초,93.98
12시 39분 46초,99.75
12시 39분 47초,99.75
12시 39분 48초,99.25
12시 39분 49초,99.5
12시 39분 50초,100.0
12시 39분 51초,99.5
12시 39분 52초,99.75
12시 39분 53초,95.75
12시 39분 54초,100.0
12시 39분 55초,99.75
12시 39분 56초,100.0
12시 39분 57초,98.99
12시 39분 58초,98.99
12시 39분 59초,99.5
12시 40분 00초,99.5
12시 40분 01초,99.75
12시 40분 02초,99.5
12시 40분 03초,98.0
12시 40분 04초,99.5
12시 40분 05초,99.75
12시 40분 06초,100.0
12시 40분 07초,99.75
12시 40분 08초,99.25
12시 40분 09초,99.75
12시 40분 10초,99.75
12시 40분 11초,99.75
12시 40분 12초,99.75
12시 40분 13초,99.49
12시 40분 14초,99.75
12시 40분 15초,99.75
12시 40분 16초,100.0
12시 40분 17초,100.0
12시 40분 18초,99.25
12시 40분 19초,99.75
12시 40분 20초,99.75
12시 40분 21초,99.25
12시 40분 22초,99.75
12시 40분 23초,100.0
12시 40분 24초,100.0
12시 40분 25초,100.0
12시 40분 26초,99.49
12시 40분 27초,100.0
12시 40분 28초,83.29
12시 40분 29초,66.5
12시 40분 30초,74.87
12시 40분 31초,73.87
12시 40분 32초,79.16
12시 40분 33초,99.5
12시 40분 34초,99.75
12시 40분 35초,99.75
12시 40분 36초,99.75
12시 40분 37초,99.75
12시 40분 38초,99.25
12시 40분 39초,99.5
12시 40분 40초,99.5
12시 40분 41초,99.5
12시 40분 42초,100.0
12시 35분 57초,98.99
12시 35분 58초,98.99
12시 35분 59초,90.91
12시 36분 00초,99.25
12시 36분 01초,98.76
12시 36분 02초,99.25
12시 36분 03초,99.5
12시 36분 04초,99.5
12시 36분 05초,100.0
12시 36분 06초,100.0
12시 36분 07초,93.77
12시 36분 08초,98.99
12시 36분 09초,99.25
12시 36분 10초,99.0
12시 36분 11초,100.0
12시 36분 12초,98.75
12시 36분 13초,100.0
12시 36분 14초,98.99
12시 36분 15초,98.0
12시 36분 16초,99.24
12시 36분 17초,97.98
12시 36분 18초,99.5
12시 36분 19초,98.99
12시 36분 20초,99.49
12시 36분 21초,99.24
12시 36분 22초,97.99
12시 36분 23초,99.24
12시 36분 24초,98.51
12시 36분 25초,98.25
12시 36분 26초,99.24
12시 36분 27초,98.74
12시 36분 28초,98.73
12시 36분 29초,98.75
12시 36분 30초,99.75
12시 36분 31초,99.0
12시 36분 32초,95.96
12시 36분 33초,99.5
12시 36분 34초,98.99
12시 36분 35초,98.0
12시 36분 36초,99.49
12시 36분 37초,98.99
12시 36분 38초,99.24
12시 36분 39초,99.49
12시 36분 40초,99.75
12시 36분 41초,99.49
12시 36분 42초,70.96
12시 36분 43초,66.0
12시 36분 44초,74.56
12시 36분 45초,74.81
12시 36분 46초,73.68
12시 36분 47초,74.19
12시 36분 48초,70.75
12시 36분 49초,77.39
12시 36분 50초,98.24
12시 36분 51초,99.0
12시 36분 52초,98.74
12시 36분 53초,99.75
12시 36분 54초,97.49
12시 36분 55초,98.5
12시 36분 56초,98.75
