anomality,sys_enter_llistxattr,sys_enter_setgroups,sys_enter_lremovexattr,sys_enter_sethostname,sys_enter_accept,sys_enter_lseek,sys_enter_setitimer,sys_enter_accept4,sys_enter_lsetxattr,sys_enter_setns,sys_enter_acct,sys_enter_madvise,sys_enter_setpgid,sys_enter_add_key,sys_enter_mbind,sys_enter_setpriority,sys_enter_adjtimex,sys_enter_membarrier,sys_enter_setregid,sys_enter_personality,sys_enter_memfd_create,sys_enter_setresgid,sys_enter_bind,sys_enter_memfd_secret,sys_enter_setresuid,sys_enter_bpf,sys_enter_migrate_pages,sys_enter_setreuid,sys_enter_brk,sys_enter_mincore,sys_enter_setrlimit,sys_enter_capget,sys_enter_mkdirat,sys_enter_setsid,sys_enter_capset,sys_enter_mknodat,sys_enter_setsockopt,sys_enter_chdir,sys_enter_mlock,sys_enter_settimeofday,sys_enter_chroot,sys_enter_mlock2,sys_enter_setuid,sys_enter_clock_adjtime,sys_enter_mlockall,sys_enter_setxattr,sys_enter_clock_getres,sys_enter_mmap,sys_enter_shmat,sys_enter_clock_gettime,sys_enter_mount,sys_enter_shmctl,sys_enter_clock_nanosleep,sys_enter_mount_setattr,sys_enter_shmdt,sys_enter_clock_settime,sys_enter_move_mount,sys_enter_shmget,sys_enter_clone,sys_enter_move_pages,sys_enter_shutdown,sys_enter_clone3,sys_enter_mprotect,sys_enter_sigaltstack,sys_enter_close,sys_enter_mq_getsetattr,sys_enter_signalfd4,sys_enter_close_range,sys_enter_mq_notify,sys_enter_socket,sys_enter_connect,sys_enter_mq_open,sys_enter_socketpair,sys_enter_copy_file_range,sys_enter_mq_timedreceive,sys_enter_splice,sys_enter_delete_module,sys_enter_mq_timedsend,sys_enter_statfs,sys_enter_dup,sys_enter_mq_unlink,sys_enter_statx,sys_enter_dup3,sys_enter_mremap,sys_enter_swapoff,sys_enter_epoll_create1,sys_enter_msgctl,sys_enter_swapon,sys_enter_epoll_ctl,sys_enter_msgget,sys_enter_symlinkat,sys_enter_epoll_pwait,sys_enter_msgrcv,sys_enter_sync,sys_enter_epoll_pwait2,sys_enter_msgsnd,sys_enter_sync_file_range,sys_enter_eventfd2,sys_enter_msync,sys_enter_syncfs,sys_enter_execve,sys_enter_munlock,sys_enter_sysinfo,sys_enter_execveat,sys_enter_munlockall,sys_enter_syslog,sys_enter_exit,sys_enter_munmap,sys_enter_tee,sys_enter_exit_group,sys_enter_name_to_handle_at,sys_enter_tgkill,sys_enter_faccessat,sys_enter_nanosleep,sys_enter_timer_create,sys_enter_faccessat2,sys_enter_newfstat,sys_enter_timer_delete,sys_enter_fadvise64,sys_enter_newfstatat,sys_enter_timer_getoverrun,sys_enter_fallocate,sys_enter_newuname,sys_enter_timer_gettime,sys_enter_fanotify_init,sys_enter_open_by_handle_at,sys_enter_timer_settime,sys_enter_fanotify_mark,sys_enter_open_tree,sys_enter_timerfd_create,sys_enter_fchdir,sys_enter_openat,sys_enter_timerfd_gettime,sys_enter_fchmod,sys_enter_openat2,sys_enter_timerfd_settime,sys_enter_fchmodat,sys_enter_perf_event_open,sys_enter_times,sys_enter_fchown,sys_enter_pidfd_getfd,sys_enter_tkill,sys_enter_fchownat,sys_enter_pidfd_open,sys_enter_truncate,sys_enter_fcntl,sys_enter_pidfd_send_signal,sys_enter_umask,sys_enter_fdatasync,sys_enter_pipe2,sys_enter_umount,sys_enter_fgetxattr,sys_enter_pivot_root,sys_enter_unlinkat,sys_enter_finit_module,sys_enter_ppoll,sys_enter_unshare,sys_enter_flistxattr,sys_enter_prctl,sys_enter_userfaultfd,sys_enter_flock,sys_enter_pread64,sys_enter_utimensat,sys_enter_fremovexattr,sys_enter_preadv,sys_enter_vhangup,sys_enter_fsconfig,sys_enter_preadv2,sys_enter_vmsplice,sys_enter_fsetxattr,sys_enter_prlimit64,sys_enter_wait4,sys_enter_fsmount,sys_enter_process_madvise,sys_enter_waitid,sys_enter_fsopen,sys_enter_process_mrelease,sys_enter_write,sys_enter_fspick,sys_enter_process_vm_readv,sys_enter_writev,sys_enter_fstatfs,sys_enter_process_vm_writev,sys_enter_fsync,sys_enter_pselect6,sys_enter_ftruncate,sys_enter_ptrace,sys_enter_futex,sys_enter_pwrite64,sys_enter_get_mempolicy,sys_enter_pwritev,sys_enter_get_robust_list,sys_enter_pwritev2,sys_enter_getcpu,sys_enter_quotactl,sys_enter_getcwd,sys_enter_quotactl_fd,sys_enter_getdents64,sys_enter_read,sys_enter_getegid,sys_enter_readahead,sys_enter_geteuid,sys_enter_readlinkat,sys_enter_getgid,sys_enter_readv,sys_enter_getgroups,sys_enter_reboot,sys_enter_getitimer,sys_enter_recvfrom,sys_enter_getpeername,sys_enter_recvmmsg,sys_enter_getpgid,sys_enter_recvmsg,sys_enter_getpid,sys_enter_remap_file_pages,sys_enter_getppid,sys_enter_removexattr,sys_enter_getpriority,sys_enter_renameat,sys_enter_getrandom,sys_enter_renameat2,sys_enter_getresgid,sys_enter_request_key,sys_enter_getresuid,sys_enter_restart_syscall,sys_enter_getrlimit,sys_enter_rseq,sys_enter_getrusage,sys_enter_rt_sigaction,sys_enter_getsid,sys_enter_rt_sigpending,sys_enter_getsockname,sys_enter_rt_sigprocmask,sys_enter_getsockopt,sys_enter_rt_sigqueueinfo,sys_enter_gettid,sys_enter_rt_sigreturn,sys_enter_gettimeofday,sys_enter_rt_sigsuspend,sys_enter_getuid,sys_enter_rt_sigtimedwait,sys_enter_getxattr,sys_enter_rt_tgsigqueueinfo,sys_enter_init_module,sys_enter_sched_get_priority_max,sys_enter_inotify_add_watch,sys_enter_sched_get_priority_min,sys_enter_inotify_init1,sys_enter_sched_getaffinity,sys_enter_inotify_rm_watch,sys_enter_sched_getattr,sys_enter_io_cancel,sys_enter_sched_getparam,sys_enter_io_destroy,sys_enter_sched_getscheduler,sys_enter_io_getevents,sys_enter_sched_rr_get_interval,sys_enter_io_pgetevents,sys_enter_sched_setaffinity,sys_enter_io_setup,sys_enter_sched_setattr,sys_enter_io_submit,sys_enter_sched_setparam,sys_enter_io_uring_enter,sys_enter_sched_setscheduler,sys_enter_io_uring_register,sys_enter_sched_yield,sys_enter_io_uring_setup,sys_enter_seccomp,sys_enter_ioctl,sys_enter_semctl,sys_enter_ioprio_get,sys_enter_semget,sys_enter_ioprio_set,sys_enter_semop,sys_enter_kcmp,sys_enter_semtimedop,sys_enter_kexec_file_load,sys_enter_sendfile64,sys_enter_kexec_load,sys_enter_sendmmsg,sys_enter_keyctl,sys_enter_sendmsg,sys_enter_kill,sys_enter_sendto,sys_enter_landlock_add_rule,sys_enter_set_mempolicy,sys_enter_landlock_create_ruleset,sys_enter_set_robust_list,sys_enter_landlock_restrict_self,sys_enter_set_tid_address,sys_enter_lgetxattr,sys_enter_setdomainname,sys_enter_linkat,sys_enter_setfsgid,sys_enter_listen,sys_enter_setfsuid,sys_enter_listxattr,sys_enter_setgid
1,0,0,0,0,0,0,0,2,0,0,0,292,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,17990,0,0,40,17990,0,0,0,0,0,0,0,4,0,185368,0,0,0,0,1531,0,0,0,0,0,89143,0,2,12,385,178166,126681,0,0,1,0,24,4,0,0,0,0,0,0,0,6,0,0,191,0,0,0,17991,0,0,72010,0,0,4,0,0,0,0,0,17,0,0,17993,0,0,0,0,2,9,18114,0,17990,0,0,0,1,0,1,0,0,0,90813,0,143,0,0,0,0,0,0,0,8,0,108726,0,0,0,296,0,0,0,0,0,0,0,0,0,36002,0,2,0,17994,0,0,0,0,0,0,0,0,12,0,0,829,0,0,0,0,0,0,0,0,2,3,0,0,53890,0,0,0,0,0,0,0,0,2,574350,1603,0,164327,2509,0,0,0,0,0,0,0,0,14,0,20,0,23,35982,16,0,0,0,0,6,0,0,0,7406,0,0,35982,0,0,0,2,0,0,0,0,0,0,14,6,0,0,0,3,0,42,0,214339,5,0,0,26,0,17989,0,0,0,418,0,0,18036,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5260,0,0,90537,0,0,0,0,0,3384,0,0,0,0,0,0,7165,0,19,0,0,0,16,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,10,20,5,0,0,0,681,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,119,0,1,0,1,1,0,0,34992,4,0,0,0,0,0,0,0,4,1,738,0,0,0,0,1799,0,0,0,0,0,43,0,2,10,1068,38,36750,0,0,1,0,34870,34827,0,0,0,0,0,0,0,7,0,0,325,0,0,0,3,0,0,71534,0,0,273,0,0,0,0,0,20,0,0,21,0,0,0,0,2,15,241,0,20,0,0,8,5,0,1,553,0,0,1545,0,37,3,0,0,0,0,0,0,10,0,3016,0,1,0,513,1,0,0,0,0,0,0,0,0,124,0,4,0,19,0,0,0,913,0,0,0,0,8,0,0,421,1,0,0,0,0,0,0,0,24,29,0,0,4,0,0,0,0,0,25,0,0,11,37923,362,0,117143,560,0,0,0,0,0,0,4,0,1066,0,32,0,48,238,28,0,0,0,0,31,7,0,0,33817,0,0,9,0,0,0,18,0,0,0,0,0,0,28,12,0,0,0,21,0,105,0,443,18,0,0,40,0,0,0,0,0,418,0,0,84,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,21999,0,0,45977,0,0,0,0,0,4092,0,0,0,0,0,0,13091,0,28,0,0,0,38,0,19,0,0,0,0,1,0,0,0
1,0,0,0,0,0,10,0,3,0,0,0,380,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,107,0,1,0,1,1,0,0,34911,4,0,0,0,0,0,0,0,0,1,359,0,0,0,0,1811,0,0,0,0,0,43,0,0,3,350,42,36388,0,0,0,0,34895,34878,0,0,0,0,0,0,0,1,0,0,107,0,0,0,3,0,0,71434,0,0,184,0,0,0,0,0,7,0,0,19,0,0,0,0,2,8,81,0,20,0,0,8,5,0,0,514,0,0,1041,0,28,3,0,0,0,0,0,0,4,0,2605,0,2,0,289,1,0,0,1,0,0,0,0,0,106,0,2,0,16,0,0,0,913,0,0,0,0,1,0,0,377,1,0,0,0,0,0,0,0,22,28,0,0,4,0,0,0,0,0,0,0,0,6,30605,301,0,91763,463,0,0,0,0,0,0,4,0,1052,0,9,0,22,223,9,0,0,0,0,21,1,0,0,8762,0,0,8,0,0,0,16,0,0,0,0,0,0,19,8,0,0,0,12,0,37,0,374,16,0,0,11,0,0,0,0,0,430,0,0,44,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,10011,0,0,38310,0,0,0,0,0,3722,0,0,0,0,0,0,8632,0,7,0,0,0,28,0,17,0,0,0,0,1,0,0,0
1,0,0,0,0,0,11,4,3,0,0,0,328,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,109,0,1,0,1,1,0,0,51520,4,0,0,0,0,0,0,0,0,1,358,0,0,0,0,1789,0,0,0,0,0,43,0,0,2,243,40,52660,0,0,0,0,51469,51437,0,0,0,0,0,0,0,1,0,0,99,0,0,0,3,0,0,104301,0,0,177,0,0,0,0,0,7,0,0,19,0,0,0,0,2,11,74,0,20,0,0,8,5,0,0,523,0,0,1003,0,37,3,0,0,0,0,0,0,4,0,2609,0,1,0,298,1,0,0,0,0,0,0,0,0,107,0,2,0,16,0,0,0,913,0,0,0,0,0,0,0,428,1,0,0,0,0,0,0,0,22,28,0,0,4,0,0,0,0,0,5,0,0,5,42255,403,0,117938,621,0,0,0,0,0,0,4,0,1054,0,12,0,25,223,12,0,0,0,0,33,1,0,0,17030,0,0,7,0,0,0,16,0,0,0,0,0,0,18,6,0,0,0,12,0,26,0,396,17,0,0,14,0,0,0,0,0,416,0,0,48,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13772,0,0,37536,0,0,0,0,0,3690,0,0,0,0,4,0,6303,0,9,0,0,0,27,0,17,0,0,0,0,1,0,0,0
1,0,0,0,0,0,11,0,3,0,0,0,278,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,110,0,1,0,1,1,0,0,52110,4,0,0,0,0,0,0,0,0,1,359,0,0,0,0,1796,0,0,0,0,0,42,0,0,2,251,40,53223,0,0,0,0,52039,52009,0,0,0,0,0,0,0,1,0,0,93,0,0,0,3,0,0,105452,0,0,164,0,0,0,0,0,3,0,0,19,0,0,0,0,2,8,74,0,20,0,0,8,5,0,0,527,0,0,999,0,38,3,0,0,0,0,0,0,4,0,2609,0,1,0,299,1,0,0,0,0,0,0,0,0,106,0,2,0,16,0,0,0,913,0,0,0,0,0,0,0,425,1,0,0,0,0,0,0,0,22,28,0,0,4,0,0,0,0,0,0,0,0,5,38464,403,0,118667,623,0,0,0,0,0,0,4,0,1055,0,12,0,25,228,12,0,0,0,0,31,1,0,0,19708,0,0,7,0,0,0,16,0,0,0,0,0,0,18,6,0,0,0,12,0,40,0,384,18,0,0,14,0,0,0,0,0,435,0,0,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12899,0,0,37805,0,0,0,0,0,3722,0,0,0,0,4,0,7178,0,9,0,0,0,27,0,17,0,0,0,0,1,0,0,0
1,0,0,0,0,0,2,0,2,0,0,0,285,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,1888,0,0,0,0,0,2,0,2,20,283,0,930,0,0,1,0,29,12,0,0,0,0,0,0,0,6,0,0,112,2,0,0,1,0,0,63,0,0,0,0,0,0,0,0,18,0,0,3,0,1,0,0,2,8,71,0,0,0,0,0,1,0,10,0,0,0,824,0,7,2,0,0,0,0,0,0,6,0,983,0,0,0,288,0,0,0,0,0,0,0,0,0,32,0,2,0,6,0,0,0,0,0,0,0,0,7,0,0,42,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2,59,69,0,1577,103,0,0,0,0,0,0,0,0,24,0,16,0,19,0,12,0,0,0,0,17,0,0,0,6555,0,0,1,0,0,0,3,0,0,0,0,0,0,23,8,0,0,0,6,0,37,0,350,0,0,0,14,0,0,0,0,0,433,0,1,49,0,1,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,25891,0,0,39281,0,0,0,0,0,3874,0,0,0,0,1,0,6241,0,21,0,0,0,25,0,3,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,2763,0,0,0,0,0,1,0,0,0,0,1381,0,0,2793,1381,0,0,0,0,0,0,0,0,0,25250,0,0,0,0,1883,0,0,0,0,0,6899,0,0,2,5714,13796,15844,0,0,0,0,4156,15,0,0,0,0,0,0,0,4,0,0,76,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,1382,0,0,0,0,2,3,2809,0,1381,0,0,0,1,0,0,0,0,0,7677,0,12,0,0,0,0,0,0,0,5,0,8911,0,1,0,335,0,0,0,1,0,0,0,0,0,4,0,0,0,1383,0,0,0,0,0,0,0,0,2,0,0,74,0,0,0,0,0,0,0,0,0,2,0,0,4140,0,0,0,0,0,0,0,0,1,60,155,0,13467,232,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,10,0,0,0,7824,0,0,2762,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,4,0,16,0,16886,1,0,0,10,0,1380,0,0,0,430,0,0,1412,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,157,0,0,43996,0,0,0,0,0,3896,0,0,0,0,1,0,7744,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,2,0,0,0,286,2,0,0,0,0,0,0,0,0,0,31211,0,0,0,0,0,11,0,0,0,0,15603,0,0,31253,15603,0,0,0,0,0,0,0,4,0,160873,0,0,0,0,1699,0,0,0,0,0,77641,0,2,7,669,155276,156923,0,0,1,0,46834,5,0,0,0,0,0,0,0,6,0,0,223,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,21,0,0,15606,0,0,0,0,2,5,15709,0,15602,0,0,0,1,0,1,0,0,0,78919,0,94,0,0,0,0,0,0,0,8,0,94499,0,0,0,308,0,0,0,0,0,0,0,0,0,20,0,2,0,15607,0,0,0,0,0,0,0,0,7,0,0,551,0,0,0,0,0,0,0,0,2,3,0,0,46799,0,0,0,0,0,0,0,0,2,60,1054,0,151466,1649,0,0,0,0,0,0,0,0,14,0,20,0,23,0,16,0,0,0,0,11,0,0,0,7883,0,0,31207,0,0,0,2,0,0,0,0,0,0,9,12,0,0,0,3,0,43,0,186840,2,0,0,26,0,15601,0,0,0,437,0,0,15671,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4401,0,0,84963,0,0,0,0,0,3566,0,0,0,0,0,0,7520,0,19,0,0,0,11,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,0,0,0,0,0,272,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,1889,0,0,0,0,0,1,0,0,13,254,0,851,0,0,0,0,53,26,0,0,0,0,0,0,0,0,0,0,89,2,0,0,1,0,0,55,0,0,8,0,0,0,0,0,3,0,0,1,0,1,0,0,2,5,53,0,0,0,0,0,65,0,9,0,0,0,753,0,5,2,0,0,0,0,0,0,11,0,844,0,0,0,303,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,59,66,0,1238,98,0,0,0,0,0,0,0,0,10,0,28,0,28,0,28,0,0,0,0,19,0,0,0,6427,0,0,0,0,0,0,1,0,0,0,0,0,0,14,4,0,0,0,7,0,63,0,334,0,0,0,28,0,0,0,0,0,417,0,1,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,24754,0,0,39274,0,0,0,0,0,3868,0,0,0,0,3,0,6188,0,10,0,0,0,15,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,71,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1,143,0,0,0,0,1890,0,0,0,0,0,22,0,0,1,230,0,860,0,0,0,0,18,15,0,0,0,0,0,0,0,6,0,0,80,2,0,0,1,0,0,28,0,0,2550,0,0,0,0,0,8,0,0,1,0,0,0,0,2,16,68,0,0,0,0,9,21,0,0,8,0,0,759,0,7,1,0,0,0,0,0,0,6,0,783,0,1,0,291,0,0,0,1,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,3,59,66,0,3289,99,0,0,0,0,0,0,0,0,8,0,11,0,11,0,11,0,0,0,0,16,0,0,0,7298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,4,0,22,0,336,0,0,0,14,0,0,0,0,0,430,0,0,39,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,18286,0,0,39327,0,0,0,0,0,3888,0,0,0,0,1,0,7127,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,31,0,3,0,0,0,303,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,73,0,1,0,1,3,0,0,53223,11,0,0,0,0,0,0,0,0,1,559,0,3,0,0,1772,0,0,0,0,0,62,0,0,0,337,81,54625,0,0,0,0,53118,53105,0,0,0,0,0,0,0,3,0,0,72,0,0,0,7,0,0,107049,0,0,66,0,0,0,0,0,3,0,0,28,0,0,0,0,1,0,114,0,26,0,0,8,1,0,0,235,0,0,1354,0,41,2,0,0,0,0,0,0,4,0,2771,0,1,0,442,1,0,0,0,0,0,0,0,0,108,0,4,0,25,0,0,0,913,0,0,0,0,6,0,0,480,1,0,0,0,0,0,0,0,25,34,0,0,12,0,0,0,0,0,0,0,0,5,51487,440,0,170079,691,0,0,0,0,0,0,6,0,1044,0,8,0,23,6,8,0,0,0,0,16,1,0,0,10224,0,0,12,0,0,0,21,0,0,0,0,0,5,21,4,0,0,0,21,0,75,0,421,23,0,0,14,0,2,0,0,0,431,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1856,0,0,39489,0,0,0,0,0,3748,0,0,0,0,0,0,10139,0,5,0,0,0,41,0,22,0,0,0,0,1,0,0,0
1,0,0,0,0,0,30,0,3,0,0,0,615,2,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,72,0,1,0,1,3,0,0,53800,11,0,0,0,0,0,0,0,4,1,552,0,3,0,0,1781,0,0,0,0,0,64,0,0,0,531,84,55262,0,0,0,0,53811,53793,0,0,0,0,0,0,0,3,0,0,219,0,0,0,7,0,0,107913,0,0,97,0,0,0,0,0,5,0,0,26,0,0,0,0,2,2,186,0,29,0,0,8,1,0,0,236,0,0,1420,0,42,2,0,0,0,0,0,0,4,0,2350,0,1,0,527,1,0,0,0,0,0,0,0,0,110,0,4,0,25,0,0,0,353,0,0,0,0,6,0,0,469,2,0,0,0,0,0,0,0,23,35,0,0,12,0,0,0,0,0,0,0,0,8,49103,437,0,160466,685,0,0,0,0,0,0,6,0,481,0,10,0,25,9,10,0,0,0,0,12,1,0,0,11095,0,0,12,0,0,0,19,0,0,0,0,0,5,19,8,0,0,0,21,0,79,0,421,23,0,0,24,0,2,0,0,0,434,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3866,0,0,42043,0,0,0,0,0,3782,0,0,0,0,0,0,10728,0,6,0,0,0,37,0,20,0,0,0,0,1,0,0,0
1,0,0,0,0,0,25,0,2,0,0,0,227,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,46,0,0,0,1,750,0,0,51152,755,0,0,0,0,0,0,0,0,1,13985,0,3,0,0,1792,0,0,0,0,0,3767,0,0,1,3171,7491,58670,0,0,0,0,51063,51040,0,0,0,0,0,0,0,3,0,0,50,0,0,0,752,0,0,105612,0,0,35,0,0,0,0,0,3,0,0,766,0,0,0,0,2,3,1567,0,765,0,0,8,69,0,0,231,0,0,4907,0,46,2,0,0,0,0,0,0,4,0,6106,0,1,0,309,1,0,0,0,0,0,0,0,0,1573,0,3,0,762,0,0,0,7,0,0,0,0,7,0,0,532,1,0,0,0,0,0,0,0,15,24,0,0,2245,0,0,0,0,0,1,0,0,5,75596,488,0,168486,813,0,0,0,0,0,0,4,0,11,0,6,0,19,751,6,0,0,0,0,16,2,0,0,7148,0,0,1503,0,0,0,13,0,0,0,0,0,5,14,4,0,0,0,12,0,85,0,9349,16,0,0,11,0,747,0,0,0,416,0,0,780,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2561,0,0,40310,0,0,0,0,0,3694,0,0,0,0,4,0,7135,0,3,0,0,0,28,0,14,0,0,0,0,0,0,0,0
1,0,0,0,0,0,18,0,2,0,0,0,275,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46,0,0,0,1,17691,0,0,42275,17695,0,0,0,0,0,0,0,0,1,182671,0,2,0,0,1453,0,0,0,0,0,87633,0,0,0,246,174566,167314,0,0,0,0,42265,42220,0,0,0,0,0,0,0,0,0,0,78,0,0,0,17711,0,0,156108,0,0,98,0,0,0,0,0,9,0,0,17707,0,0,0,0,2,4,17766,0,17685,0,0,8,1,0,0,149,0,0,88762,0,161,2,0,0,0,0,0,0,5,0,107074,0,1,0,295,1,0,0,0,0,0,0,0,0,35441,0,3,0,17734,0,0,0,7,0,0,0,0,6,0,0,984,1,0,0,0,0,0,0,0,14,24,0,0,52548,0,0,0,0,0,8,0,0,1,599345,1826,0,241086,2858,0,0,0,0,0,0,4,0,10,0,11,0,16,35408,11,0,0,0,0,18,1,0,0,5385,0,0,35445,0,0,0,12,0,0,0,0,0,5,12,8,0,0,0,15,0,24,0,209422,99,0,0,13,0,17634,0,0,0,430,0,0,17762,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7593,0,0,84011,0,0,0,0,0,3002,0,0,0,0,1,0,5189,0,4,0,0,0,26,0,13,0,0,0,0,0,0,0,0
1,0,0,0,0,0,28,0,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,48,0,0,0,1,751,0,0,37065,756,0,0,0,0,0,0,0,0,1,14057,0,3,0,0,1850,0,0,0,0,0,3785,0,0,3,3367,7531,44353,0,0,0,0,36988,36947,0,0,0,0,0,0,0,0,0,0,84,0,0,0,755,0,0,76862,0,0,39,0,0,0,0,0,31,0,0,767,0,0,0,0,2,4,1566,0,770,0,0,8,124,0,0,250,0,0,4950,0,32,2,0,0,0,0,0,0,11,0,6384,0,1,0,375,1,0,0,0,0,0,0,0,0,1533,0,3,0,765,0,0,0,7,0,0,0,0,9,0,0,232,1,0,0,0,0,0,0,0,15,29,0,0,2254,0,0,0,0,0,0,0,0,1,54440,362,0,91022,561,0,0,0,0,0,0,4,0,15,0,30,0,35,754,30,0,0,0,0,20,2,0,0,8482,0,0,1509,0,0,0,13,0,0,0,0,0,5,16,4,0,0,0,16,0,66,0,9373,16,0,0,32,0,750,0,0,0,435,0,0,782,2,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1553,0,0,39755,0,0,0,0,0,3740,0,0,0,0,2,0,8123,0,13,0,0,0,30,0,14,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,280,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,18374,0,0,49,18374,0,0,0,0,0,0,0,0,0,189053,0,0,0,0,1565,0,0,0,0,0,91187,0,0,0,98,182288,129246,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,0,87,0,0,0,18375,0,0,73512,0,0,0,0,0,0,0,0,0,0,0,18375,0,0,0,0,2,4,18424,0,18374,0,0,0,1,0,0,0,0,0,92502,0,144,0,0,0,0,0,0,0,7,0,110858,0,0,0,297,0,0,0,0,0,0,0,0,0,36752,0,0,0,18375,0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,2,0,0,55099,0,0,0,0,0,0,0,0,0,572193,1627,0,171460,2543,0,0,0,0,0,0,0,0,0,0,14,0,14,36750,14,0,0,0,0,8,0,0,0,6637,0,0,36748,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,30,0,219315,5,0,0,14,0,18373,0,0,0,430,0,0,18397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5743,0,0,88970,0,0,0,0,0,3244,0,0,0,0,1,0,6503,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
