Time,cpu usage
15시 12분 47초,0.76
15시 12분 48초,0.75
15시 12분 49초,0.75
15시 12분 50초,0.5
15시 12분 51초,0.5
15시 12분 52초,0.75
15시 12분 53초,0.25
15시 12분 54초,0.25
15시 12분 55초,0.75
15시 12분 56초,1.0
15시 12분 57초,1.01
15시 12분 58초,0.25
15시 12분 59초,0.25
15시 13분 00초,0.75
15시 13분 01초,0.0
15시 13분 02초,0.5
15시 13분 03초,0.75
15시 13분 04초,0.75
15시 13분 05초,37.09
15시 13분 06초,100.0
15시 13분 07초,94.97
15시 13분 08초,100.0
15시 13분 09초,93.97
15시 13분 10초,99.75
15시 13분 11초,93.97
15시 13분 12초,100.0
15시 13분 13초,94.99
15시 13분 14초,99.5
15시 13분 15초,95.0
15시 13분 16초,99.75
15시 13분 17초,94.96
15시 07분 34초,0.76
15시 07분 35초,3.26
15시 07분 36초,0.5
15시 07분 37초,2.01
15시 07분 38초,0.76
15시 07분 39초,1.0
15시 07분 40초,1.5
15시 07분 41초,1.26
15시 07분 42초,1.01
15시 07분 43초,1.51
15시 07분 44초,1.0
15시 07분 45초,1.77
15시 07분 46초,1.25
15시 07분 47초,1.75
15시 07분 48초,0.75
15시 07분 49초,1.27
15시 07분 50초,1.02
15시 07분 51초,1.77
15시 07분 52초,1.53
15시 07분 53초,2.53
15시 07분 54초,2.33
15시 07분 55초,1.53
15시 07분 56초,1.28
15시 07분 57초,2.54
15시 07분 58초,3.83
15시 07분 59초,0.5
15시 08분 00초,1.53
15시 08분 01초,3.91
15시 08분 02초,0.5
15시 08분 03초,1.28
15시 08분 04초,1.26
15시 08분 05초,1.27
15시 08분 06초,0.75
15시 08분 07초,1.03
15시 08분 08초,1.01
15시 08분 09초,1.78
15시 08분 10초,3.06
15시 08분 11초,1.5
15시 08분 12초,1.0
15시 08분 13초,1.28
15시 08분 14초,1.53
15시 08분 15초,1.54
15시 08분 16초,1.26
15시 08분 17초,0.76
15시 08분 18초,1.28
15시 08분 19초,1.0
15시 08분 20초,0.51
15시 08분 21초,1.01
15시 08분 22초,1.01
15시 08분 23초,2.99
15시 08분 24초,0.76
15시 08분 25초,1.51
15시 08분 26초,1.77
15시 08분 27초,1.77
15시 08분 28초,0.25
15시 08분 29초,0.25
15시 08분 30초,0.5
15시 08분 31초,0.25
15시 08분 32초,0.25
15시 08분 33초,1.51
15시 08분 34초,0.75
15시 08분 35초,0.75
15시 08분 36초,0.5
15시 08분 37초,0.75
15시 08분 38초,0.25
15시 08분 39초,0.5
15시 08분 40초,0.75
15시 08분 41초,0.0
15시 08분 42초,0.75
15시 08분 43초,1.01
15시 08분 44초,0.25
15시 08분 45초,0.75
15시 08분 46초,0.5
15시 08분 47초,0.0
15시 08분 48초,0.76
15시 08분 49초,1.01
15시 08분 50초,0.25
15시 08분 51초,76.94
15시 08분 52초,99.75
15시 08분 53초,94.97
15시 08분 54초,100.0
15시 08분 55초,95.0
15시 08분 56초,99.5
15시 08분 57초,94.76
15시 08분 58초,99.75
15시 08분 59초,93.97
15시 09분 00초,99.5
15시 09분 01초,94.51
15시 09분 02초,99.75
15시 09분 03초,94.76
15시 17분 43초,1.52
15시 17분 44초,1.0
15시 17분 45초,0.76
15시 17분 46초,1.26
15시 17분 47초,1.25
15시 17분 48초,1.01
15시 17분 49초,0.25
15시 17분 50초,1.26
15시 17분 51초,2.28
15시 17분 52초,0.25
15시 17분 53초,1.01
15시 17분 54초,1.26
15시 17분 55초,2.01
15시 17분 56초,0.25
15시 17분 57초,0.75
15시 17분 58초,1.78
15시 17분 59초,1.28
15시 18분 00초,1.78
15시 18분 01초,1.78
15시 18분 02초,1.27
15시 18분 03초,1.27
15시 18분 04초,1.03
15시 18분 05초,1.76
15시 18분 06초,1.02
15시 18분 07초,1.01
15시 18분 08초,1.52
15시 18분 09초,1.52
15시 18분 10초,1.27
15시 18분 11초,1.53
15시 18분 12초,1.27
15시 18분 13초,1.27
15시 18분 14초,1.01
15시 18분 15초,1.02
15시 18분 16초,1.26
15시 18분 17초,2.31
15시 18분 18초,1.79
15시 18분 19초,1.26
15시 18분 20초,1.53
15시 18분 21초,1.53
15시 18분 22초,1.56
15시 18분 23초,1.01
15시 18분 24초,1.02
15시 18분 25초,1.29
15시 18분 26초,1.27
15시 18분 27초,2.58
15시 18분 28초,1.01
15시 18분 29초,1.26
15시 18분 30초,1.27
15시 18분 31초,1.01
15시 18분 32초,1.0
15시 18분 33초,1.5
15시 18분 34초,1.26
15시 18분 35초,0.75
15시 18분 36초,0.76
15시 18분 37초,1.26
15시 18분 38초,1.25
15시 18분 39초,0.75
15시 18분 40초,0.25
15시 18분 41초,0.5
15시 18분 42초,0.25
15시 18분 43초,0.25
15시 18분 44초,0.75
15시 18분 45초,0.5
15시 18분 46초,0.5
15시 18분 47초,0.0
15시 18분 48초,0.25
15시 18분 49초,0.76
15시 18분 50초,0.75
15시 18분 51초,0.5
15시 18분 52초,0.25
15시 18분 53초,0.5
15시 18분 54초,0.5
15시 18분 55초,0.5
15시 18분 56초,0.25
15시 18분 57초,0.75
15시 18분 58초,0.75
15시 18분 59초,0.75
15시 19분 00초,0.75
15시 19분 01초,0.76
15시 19분 02초,27.71
15시 19분 03초,93.23
15시 19분 04초,97.5
15시 19분 05초,96.99
15시 19분 06초,98.25
15시 19분 07초,96.74
15시 19분 08초,96.27
15시 19분 09초,96.24
15시 19분 10초,98.48
15시 19분 11초,95.49
15시 19분 12초,97.99
15시 05분 29초,2.26
15시 05분 30초,1.51
15시 05분 31초,0.51
15시 05분 32초,1.75
15시 05분 33초,2.03
15시 05분 34초,1.0
15시 05분 35초,0.75
15시 05분 36초,2.02
15시 05분 37초,2.52
15시 05분 38초,1.5
15시 05분 39초,1.77
15시 05분 40초,0.75
15시 05분 41초,0.75
15시 05분 42초,1.75
15시 05분 43초,0.76
15시 05분 44초,1.01
15시 05분 45초,1.8
15시 05분 46초,3.32
15시 05분 47초,5.13
15시 05분 48초,2.07
15시 05분 49초,0.75
15시 05분 50초,1.53
15시 05분 51초,1.28
15시 05분 52초,0.52
15시 05분 53초,1.27
15시 05분 54초,1.76
15시 05분 55초,1.27
15시 05분 56초,0.51
15시 05분 57초,3.05
15시 05분 58초,0.77
15시 05분 59초,1.02
15시 06분 00초,1.29
15시 06분 01초,1.53
15시 06분 02초,2.06
15시 06분 03초,1.01
15시 06분 04초,1.27
15시 06분 05초,0.51
15시 06분 06초,1.02
15시 06분 07초,0.5
15시 06분 08초,1.27
15시 06분 09초,1.79
15시 06분 10초,0.76
15시 06분 11초,1.79
15시 06분 12초,1.02
15시 06분 13초,1.77
15시 06분 14초,1.27
15시 06분 15초,1.51
15시 06분 16초,2.0
15시 06분 17초,0.25
15시 06분 18초,0.75
15시 06분 19초,1.01
15시 06분 20초,1.5
15시 06분 21초,0.25
15시 06분 22초,1.76
15시 06분 23초,3.54
15시 06분 24초,0.0
15시 06분 25초,0.5
15시 06분 26초,0.0
15시 06분 27초,0.5
15시 06분 28초,1.0
15시 06분 29초,0.25
15시 06분 30초,0.25
15시 06분 31초,1.0
15시 06분 32초,0.5
15시 06분 33초,0.25
15시 06분 34초,0.75
15시 06분 35초,0.51
15시 06분 36초,0.5
15시 06분 37초,0.5
15시 06분 38초,0.25
15시 06분 39초,0.5
15시 06분 40초,0.5
15시 06분 41초,0.25
15시 06분 42초,0.51
15시 06분 43초,0.0
15시 06분 44초,0.51
15시 06분 45초,0.25
15시 06분 46초,13.1
15시 06분 47초,95.0
15시 06분 48초,99.75
15시 06분 49초,94.74
15시 06분 50초,100.0
15시 06분 51초,95.0
15시 06분 52초,99.75
15시 06분 53초,88.13
15시 06분 54초,99.25
15시 06분 55초,94.51
15시 06분 56초,99.75
15시 06분 57초,94.99
15시 06분 58초,99.5
14시 59분 54초,1.51
14시 59분 55초,1.25
14시 59분 56초,1.01
14시 59분 57초,1.52
14시 59분 58초,1.0
14시 59분 59초,1.75
15시 00분 00초,1.52
15시 00분 01초,1.76
15시 00분 02초,0.76
15시 00분 03초,1.26
15시 00분 04초,0.75
15시 00분 05초,1.01
15시 00분 06초,1.25
15시 00분 07초,2.27
15시 00분 08초,1.0
15시 00분 09초,1.51
15시 00분 10초,1.27
15시 00분 11초,1.28
15시 00분 12초,1.52
15시 00분 13초,3.81
15시 00분 14초,1.27
15시 00분 15초,1.02
15시 00분 16초,0.76
15시 00분 17초,1.52
15시 00분 18초,2.52
15시 00분 19초,1.27
15시 00분 20초,1.51
15시 00분 21초,1.51
15시 00분 22초,1.3
15시 00분 23초,1.27
15시 00분 24초,2.33
15시 00분 25초,0.77
15시 00분 26초,1.27
15시 00분 27초,0.51
15시 00분 28초,2.55
15시 00분 29초,1.52
15시 00분 30초,1.52
15시 00분 31초,1.52
15시 00분 32초,1.02
15시 00분 33초,1.5
15시 00분 34초,0.51
15시 00분 35초,0.76
15시 00분 36초,0.76
15시 00분 37초,0.76
15시 00분 38초,1.52
15시 00분 39초,6.3
15시 00분 40초,1.01
15시 00분 41초,1.26
15시 00분 42초,1.01
15시 00분 43초,1.52
15시 00분 44초,1.25
15시 00분 45초,0.76
15시 00분 46초,0.51
15시 00분 47초,1.01
15시 00분 48초,1.52
15시 00분 49초,1.51
15시 00분 50초,0.5
15시 00분 51초,0.76
15시 00분 52초,0.76
15시 00분 53초,0.75
15시 00분 54초,0.25
15시 00분 55초,0.75
15시 00분 56초,0.5
15시 00분 57초,0.5
15시 00분 58초,0.5
15시 00분 59초,1.01
15시 01분 00초,0.5
15시 01분 01초,0.51
15시 01분 02초,0.5
15시 01분 03초,2.0
15시 01분 04초,0.5
15시 01분 05초,0.25
15시 01분 06초,0.25
15시 01분 07초,0.75
15시 01분 08초,1.01
15시 01분 09초,0.75
15시 01분 10초,0.25
15시 01분 11초,0.5
15시 01분 12초,0.5
15시 01분 13초,92.73
15시 01분 14초,99.75
15시 01분 15초,94.74
15시 01분 16초,100.0
15시 01분 17초,94.76
15시 01분 18초,99.75
15시 01분 19초,94.22
15시 01분 20초,100.0
15시 01분 21초,94.74
15시 01분 22초,99.75
15시 01분 23초,94.99
15시 03분 30초,1.5
15시 03분 31초,1.26
15시 03분 32초,1.0
15시 03분 33초,1.01
15시 03분 34초,1.01
15시 03분 35초,1.51
15시 03분 36초,0.76
15시 03분 37초,1.49
15시 03분 38초,1.76
15시 03분 39초,1.01
15시 03분 40초,0.5
15시 03분 41초,1.26
15시 03분 42초,1.26
15시 03분 43초,0.76
15시 03분 44초,0.25
15시 03분 45초,3.03
15시 03분 46초,1.53
15시 03분 47초,2.03
15시 03분 48초,1.02
15시 03분 49초,7.91
15시 03분 50초,1.27
15시 03분 51초,2.29
15시 03분 52초,1.27
15시 03분 53초,2.29
15시 03분 54초,1.02
15시 03분 55초,1.52
15시 03분 56초,1.5
15시 03분 57초,2.81
15시 03분 58초,1.01
15시 03분 59초,1.28
15시 04분 00초,0.5
15시 04분 01초,1.28
15시 04분 02초,1.52
15시 04분 03초,2.29
15시 04분 04초,0.51
15시 04분 05초,1.28
15시 04분 06초,1.02
15시 04분 07초,1.53
15시 04분 08초,1.02
15시 04분 09초,1.02
15시 04분 10초,1.52
15시 04분 11초,1.51
15시 04분 12초,1.01
15시 04분 13초,2.53
15시 04분 14초,1.53
15시 04분 15초,1.0
15시 04분 16초,1.25
15시 04분 17초,1.01
15시 04분 18초,1.26
15시 04분 19초,1.51
15시 04분 20초,1.26
15시 04분 21초,1.77
15시 04분 22초,2.02
15시 04분 23초,2.53
15시 04분 24초,1.01
15시 04분 25초,0.5
15시 04분 26초,1.0
15시 04분 27초,0.75
15시 04분 28초,0.5
15시 04분 29초,0.25
15시 04분 30초,0.5
15시 04분 31초,0.0
15시 04분 32초,1.0
15시 04분 33초,0.75
15시 04분 34초,0.5
15시 04분 35초,0.75
15시 04분 36초,0.75
15시 04분 37초,0.25
15시 04분 38초,0.25
15시 04분 39초,1.25
15시 04분 40초,0.76
15시 04분 41초,1.74
15시 04분 42초,0.25
15시 04분 43초,0.25
15시 04분 44초,0.5
15시 04분 45초,0.5
15시 04분 46초,0.51
15시 04분 47초,32.5
15시 04분 48초,99.75
15시 04분 49초,94.49
15시 04분 50초,99.75
15시 04분 51초,94.97
15시 04분 52초,99.75
15시 04분 53초,94.76
15시 04분 54초,98.51
15시 04분 55초,95.21
15시 04분 56초,99.5
15시 04분 57초,95.0
15시 04분 58초,100.0
15시 04분 59초,94.96
15시 01분 42초,1.25
15시 01분 43초,0.5
15시 01분 44초,1.01
15시 01분 45초,1.75
15시 01분 46초,1.0
15시 01분 47초,0.25
15시 01분 48초,1.75
15시 01분 49초,0.76
15시 01분 50초,0.25
15시 01분 51초,2.26
15시 01분 52초,1.5
15시 01분 53초,0.75
15시 01분 54초,1.25
15시 01분 55초,2.51
15시 01분 56초,1.01
15시 01분 57초,1.01
15시 01분 58초,0.76
15시 01분 59초,1.79
15시 02분 00초,0.77
15시 02분 01초,2.83
15시 02분 02초,2.31
15시 02분 03초,1.77
15시 02분 04초,1.02
15시 02분 05초,0.76
15시 02분 06초,1.52
15시 02분 07초,0.51
15시 02분 08초,1.26
15시 02분 09초,0.51
15시 02분 10초,1.02
15시 02분 11초,2.02
15시 02분 12초,2.02
15시 02분 13초,0.77
15시 02분 14초,1.53
15시 02분 15초,1.25
15시 02분 16초,1.29
15시 02분 17초,1.01
15시 02분 18초,1.79
15시 02분 19초,1.53
15시 02분 20초,0.76
15시 02분 21초,1.52
15시 02분 22초,1.01
15시 02분 23초,1.01
15시 02분 24초,2.31
15시 02분 25초,1.79
15시 02분 26초,1.01
15시 02분 27초,1.01
15시 02분 28초,1.26
15시 02분 29초,1.0
15시 02분 30초,1.01
15시 02분 31초,1.26
15시 02분 32초,1.01
15시 02분 33초,1.26
15시 02분 34초,1.01
15시 02분 35초,1.02
15시 02분 36초,1.75
15시 02분 37초,1.26
15시 02분 38초,0.5
15시 02분 39초,0.25
15시 02분 40초,0.75
15시 02분 41초,0.0
15시 02분 42초,0.5
15시 02분 43초,0.0
15시 02분 44초,0.75
15시 02분 45초,0.25
15시 02분 46초,0.25
15시 02분 47초,0.75
15시 02분 48초,0.25
15시 02분 49초,1.51
15시 02분 50초,0.25
15시 02분 51초,1.5
15시 02분 52초,0.25
15시 02분 53초,0.5
15시 02분 54초,0.76
15시 02분 55초,0.5
15시 02분 56초,0.25
15시 02분 57초,0.5
15시 02분 58초,0.25
15시 02분 59초,1.0
15시 03분 00초,0.25
15시 03분 01초,47.86
15시 03분 02초,96.25
15시 03분 03초,98.0
15시 03분 04초,96.23
15시 03분 05초,97.74
15시 03분 06초,96.25
15시 03분 07초,97.26
15시 03분 08초,96.24
15시 03분 09초,97.74
15시 03분 10초,96.23
15시 03분 11초,98.5
15시 16분 00초,2.52
15시 16분 01초,1.26
15시 16분 02초,1.25
15시 16분 03초,0.76
15시 16분 04초,1.25
15시 16분 05초,0.76
15시 16분 06초,1.0
15시 16분 07초,1.01
15시 16분 08초,0.75
15시 16분 09초,0.5
15시 16분 10초,1.0
15시 16분 11초,2.02
15시 16분 12초,0.76
15시 16분 13초,0.75
15시 16분 14초,1.26
15시 16분 15초,1.26
15시 16분 16초,2.3
15시 16분 17초,1.28
15시 16분 18초,3.03
15시 16분 19초,1.76
15시 16분 20초,1.01
15시 16분 21초,1.52
15시 16분 22초,1.28
15시 16분 23초,1.52
15시 16분 24초,2.82
15시 16분 25초,1.52
15시 16분 26초,1.02
15시 16분 27초,1.01
15시 16분 28초,0.76
15시 16분 29초,1.77
15시 16분 30초,1.01
15시 16분 31초,0.76
15시 16분 32초,1.53
15시 16분 33초,2.56
15시 16분 34초,3.12
15시 16분 35초,1.77
15시 16분 36초,1.03
15시 16분 37초,1.52
15시 16분 38초,1.52
15시 16분 39초,3.1
15시 16분 40초,1.52
15시 16분 41초,1.81
15시 16분 42초,2.05
15시 16분 43초,2.59
15시 16분 44초,1.26
15시 16분 45초,5.3
15시 16분 46초,0.76
15시 16분 47초,1.25
15시 16분 48초,0.5
15시 16분 49초,2.51
15시 16분 50초,1.01
15시 16분 51초,1.26
15시 16분 52초,2.26
15시 16분 53초,1.5
15시 16분 54초,0.25
15시 16분 55초,1.24
15시 16분 56초,0.5
15시 16분 57초,0.25
15시 16분 58초,0.5
15시 16분 59초,0.5
15시 17분 00초,0.25
15시 17분 01초,0.5
15시 17분 02초,0.25
15시 17분 03초,0.5
15시 17분 04초,0.5
15시 17분 05초,0.5
15시 17분 06초,0.25
15시 17분 07초,1.5
15시 17분 08초,0.5
15시 17분 09초,0.25
15시 17분 10초,0.75
15시 17분 11초,0.5
15시 17분 12초,0.5
15시 17분 13초,0.25
15시 17분 14초,0.5
15시 17분 15초,0.75
15시 17분 16초,0.99
15시 17분 17초,73.99
15시 17분 18초,99.75
15시 17분 19초,94.74
15시 17분 20초,99.75
15시 17분 21초,94.99
15시 17분 22초,99.0
15시 17분 23초,94.97
15시 17분 24초,100.0
15시 17분 25초,94.5
15시 17분 26초,100.0
15시 17분 27초,94.71
15시 17분 28초,100.0
15시 17분 29초,95.0
15시 14분 12초,0.51
15시 14분 13초,1.51
15시 14분 14초,2.02
15시 14분 15초,0.5
15시 14분 16초,1.01
15시 14분 17초,2.74
15시 14분 18초,1.01
15시 14분 19초,0.25
15시 14분 20초,1.26
15시 14분 21초,0.5
15시 14분 22초,0.75
15시 14분 23초,1.51
15시 14분 24초,1.01
15시 14분 25초,1.5
15시 14분 26초,1.26
15시 14분 27초,1.0
15시 14분 28초,0.77
15시 14분 29초,0.76
15시 14분 30초,1.76
15시 14분 31초,1.53
15시 14분 32초,1.01
15시 14분 33초,1.78
15시 14분 34초,1.52
15시 14분 35초,1.78
15시 14분 36초,1.27
15시 14분 37초,1.27
15시 14분 38초,0.76
15시 14분 39초,1.02
15시 14분 40초,1.51
15시 14분 41초,1.03
15시 14분 42초,1.26
15시 14분 43초,3.32
15시 14분 44초,1.01
15시 14분 45초,1.02
15시 14분 46초,1.79
15시 14분 47초,2.79
15시 14분 48초,1.27
15시 14분 49초,1.54
15시 14분 50초,1.02
15시 14분 51초,2.78
15시 14분 52초,1.01
15시 14분 53초,1.79
15시 14분 54초,3.09
15시 14분 55초,1.27
15시 14분 56초,0.76
15시 14분 57초,0.75
15시 14분 58초,0.76
15시 14분 59초,2.03
15시 15분 00초,2.26
15시 15분 01초,4.52
15시 15분 02초,1.01
15시 15분 03초,2.26
15시 15분 04초,0.75
15시 15분 05초,1.27
15시 15분 06초,1.5
15시 15분 07초,1.01
15시 15분 08초,0.75
15시 15분 09초,0.5
15시 15분 10초,0.5
15시 15분 11초,1.26
15시 15분 12초,0.5
15시 15분 13초,1.0
15시 15분 14초,0.0
15시 15분 15초,1.0
15시 15분 16초,0.25
15시 15분 17초,0.0
15시 15분 18초,0.25
15시 15분 19초,0.5
15시 15분 20초,0.5
15시 15분 21초,0.25
15시 15분 22초,0.5
15시 15분 23초,0.5
15시 15분 24초,0.0
15시 15분 25초,0.75
15시 15분 26초,0.75
15시 15분 27초,0.76
15시 15분 28초,0.25
15시 15분 29초,0.75
15시 15분 30초,63.16
15시 15분 31초,95.2
15시 15분 32초,100.0
15시 15분 33초,94.71
15시 15분 34초,99.75
15시 15분 35초,94.99
15시 15분 36초,99.5
15시 15분 37초,94.22
15시 15분 38초,99.75
15시 15분 39초,94.74
15시 15분 40초,100.0
15시 15분 41초,95.23
