Time,cpu usage
16시 04분 21초,100.0
16시 04분 22초,99.5
16시 04분 23초,99.75
16시 04분 24초,100.0
16시 04분 25초,100.0
16시 04분 26초,100.0
16시 04분 27초,100.0
16시 04분 28초,99.75
16시 04분 29초,100.0
16시 04분 30초,100.0
16시 04분 31초,100.0
16시 04분 32초,99.5
16시 04분 33초,99.75
16시 04분 34초,100.0
16시 04분 35초,100.0
16시 04분 36초,100.0
16시 04분 37초,99.75
16시 04분 38초,99.5
16시 04분 39초,100.0
16시 04분 40초,99.5
16시 04분 41초,100.0
16시 04분 42초,100.0
16시 04분 43초,98.75
16시 04분 44초,100.0
16시 04분 45초,100.0
16시 04분 46초,100.0
16시 04분 47초,100.0
16시 04분 48초,99.75
16시 04분 49초,99.75
16시 04분 50초,100.0
16시 04분 51초,99.75
16시 01분 47초,99.75
16시 01분 48초,99.75
16시 01분 49초,99.5
16시 01분 50초,99.75
16시 01분 51초,99.75
16시 01분 52초,99.5
16시 01분 53초,99.75
16시 01분 54초,99.75
16시 01분 55초,100.0
16시 01분 56초,99.75
16시 01분 57초,99.25
16시 01분 58초,100.0
16시 01분 59초,100.0
16시 02분 00초,99.75
16시 02분 01초,99.75
16시 02분 02초,99.5
16시 02분 03초,99.75
16시 02분 04초,100.0
16시 02분 05초,99.5
16시 02분 06초,99.75
16시 02분 07초,99.5
16시 02분 08초,99.5
16시 02분 09초,99.75
16시 02분 10초,99.0
16시 02분 11초,99.75
16시 02분 12초,99.5
16시 02분 13초,99.75
16시 02분 14초,99.25
16시 02분 15초,99.5
16시 02분 16초,100.0
16시 02분 17초,99.5
16시 02분 18초,99.5
16시 02분 19초,99.75
16시 02분 20초,100.0
16시 02분 21초,100.0
16시 02분 22초,99.5
16시 02분 23초,99.25
16시 02분 24초,100.0
16시 02분 25초,99.75
16시 02분 26초,100.0
16시 02분 27초,99.25
16시 02분 28초,99.5
16시 02분 29초,100.0
16시 02분 30초,99.75
16시 02분 31초,100.0
16시 02분 32초,99.5
16시 02분 33초,99.75
16시 02분 34초,99.5
16시 02분 35초,99.75
16시 02분 36초,99.75
16시 02분 37초,100.0
16시 02분 38초,100.0
16시 02분 39초,100.0
16시 02분 40초,100.0
16시 02분 41초,99.5
16시 02분 42초,99.75
16시 02분 43초,99.75
16시 02분 44초,99.75
16시 02분 45초,100.0
16시 02분 46초,100.0
16시 02분 47초,99.75
16시 02분 48초,100.0
16시 02분 49초,100.0
16시 02분 50초,100.0
16시 02분 51초,100.0
16시 02분 52초,99.75
16시 02분 53초,100.0
16시 02분 54초,100.0
16시 02분 55초,100.0
16시 02분 56초,100.0
16시 02분 57초,98.99
16시 02분 58초,100.0
16시 02분 59초,100.0
16시 03분 00초,99.75
16시 03분 01초,100.0
16시 03분 02초,99.75
16시 03분 03초,100.0
16시 03분 04초,100.0
16시 03분 05초,100.0
16시 03분 06초,100.0
16시 03분 07초,99.75
16시 03분 08초,99.75
16시 03분 09초,99.75
16시 03분 10초,98.99
16시 03분 11초,100.0
16시 03분 12초,99.5
16시 03분 13초,99.75
16시 03분 14초,100.0
16시 03분 15초,100.0
16시 03분 16초,100.0
16시 11분 25초,99.75
16시 11분 26초,99.5
16시 11분 27초,100.0
16시 11분 28초,99.75
16시 11분 29초,99.75
16시 11분 30초,98.75
16시 11분 31초,100.0
16시 11분 32초,99.75
16시 11분 33초,99.75
16시 11분 34초,99.5
16시 11분 35초,99.75
16시 11분 36초,100.0
16시 11분 37초,99.25
16시 11분 38초,99.5
16시 11분 39초,99.75
16시 11분 40초,98.5
16시 11분 41초,99.75
16시 11분 42초,100.0
16시 11분 43초,99.75
16시 11분 44초,99.5
16시 11분 45초,98.75
16시 11분 46초,99.75
16시 11분 47초,99.75
16시 11분 48초,99.75
16시 11분 49초,100.0
16시 11분 50초,99.5
16시 11분 51초,99.75
16시 11분 52초,100.0
16시 11분 53초,99.25
16시 11분 54초,99.75
16시 11분 55초,99.5
16시 11분 56초,99.0
16시 11분 57초,100.0
16시 11분 58초,99.75
16시 11분 59초,99.75
16시 12분 00초,99.5
16시 12분 01초,99.5
16시 12분 02초,100.0
16시 12분 03초,100.0
16시 12분 04초,100.0
16시 12분 05초,99.25
16시 12분 06초,100.0
16시 12분 07초,100.0
16시 12분 08초,99.75
16시 12분 09초,99.75
16시 12분 10초,99.5
16시 12분 11초,99.25
16시 12분 12초,100.0
16시 12분 13초,99.75
16시 12분 14초,100.0
16시 12분 15초,99.5
16시 12분 16초,100.0
16시 12분 17초,99.75
16시 12분 18초,100.0
16시 12분 19초,100.0
16시 12분 20초,99.5
16시 12분 21초,100.0
16시 12분 22초,100.0
16시 12분 23초,100.0
16시 12분 24초,100.0
16시 12분 25초,99.25
16시 12분 26초,99.75
16시 12분 27초,100.0
16시 12분 28초,100.0
16시 12분 29초,100.0
16시 12분 30초,99.75
16시 12분 31초,100.0
16시 12분 32초,100.0
16시 12분 33초,99.75
16시 12분 34초,100.0
16시 12분 35초,99.25
16시 12분 36초,100.0
16시 12분 37초,100.0
16시 12분 38초,100.0
16시 12분 39초,100.0
16시 12분 40초,99.75
16시 12분 41초,100.0
16시 12분 42초,100.0
16시 12분 43초,99.75
16시 12분 44초,100.0
16시 12분 45초,99.75
16시 12분 46초,100.0
16시 12분 47초,100.0
16시 12분 48초,100.0
16시 12분 49초,100.0
16시 12분 50초,99.75
16시 12분 51초,99.75
16시 12분 52초,99.75
16시 12분 53초,100.0
16시 12분 54초,99.75
16시 04분 58초,99.5
16시 04분 59초,99.75
16시 05분 00초,99.75
16시 05분 01초,99.5
16시 05분 02초,99.75
16시 05분 03초,99.0
16시 05분 04초,99.75
16시 05분 05초,100.0
16시 05분 06초,99.5
16시 05분 07초,99.75
16시 05분 08초,100.0
16시 05분 09초,99.75
16시 05분 10초,99.75
16시 05분 11초,99.75
16시 05분 12초,99.75
16시 05분 13초,100.0
16시 05분 14초,100.0
16시 05분 15초,100.0
16시 05분 16초,99.75
16시 05분 17초,99.5
16시 05분 18초,100.0
16시 05분 19초,100.0
16시 05분 20초,100.0
16시 05분 21초,100.0
16시 05분 22초,99.75
16시 05분 23초,100.0
16시 05분 24초,100.0
16시 05분 25초,99.75
16시 05분 26초,100.0
16시 05분 27초,99.0
16시 05분 28초,100.0
16시 05분 29초,100.0
16시 05분 30초,99.5
16시 05분 31초,99.75
16시 05분 32초,99.25
16시 05분 33초,100.0
16시 05분 34초,99.5
16시 05분 35초,99.75
16시 05분 36초,99.25
16시 05분 37초,99.75
16시 05분 38초,100.0
16시 05분 39초,100.0
16시 05분 40초,99.75
16시 05분 41초,99.5
16시 05분 42초,99.5
16시 05분 43초,99.25
16시 05분 44초,99.75
16시 05분 45초,98.75
16시 05분 46초,99.5
16시 05분 47초,99.0
16시 05분 48초,100.0
16시 05분 49초,99.75
16시 05분 50초,100.0
16시 05분 51초,100.0
16시 05분 52초,99.75
16시 05분 53초,99.75
16시 05분 54초,100.0
16시 05분 55초,100.0
16시 05분 56초,100.0
16시 05분 57초,99.75
16시 05분 58초,99.75
16시 05분 59초,99.75
16시 06분 00초,100.0
16시 06분 01초,99.75
16시 06분 02초,99.75
16시 06분 03초,99.75
16시 06분 04초,100.0
16시 06분 05초,100.0
16시 06분 06초,100.0
16시 06분 07초,99.5
16시 06분 08초,99.25
16시 06분 09초,100.0
16시 06분 10초,100.0
16시 06분 11초,100.0
16시 06분 12초,99.75
16시 06분 13초,100.0
16시 06분 14초,99.75
16시 06분 15초,100.0
16시 06분 16초,100.0
16시 06분 17초,99.75
16시 06분 18초,100.0
16시 06분 19초,99.75
16시 06분 20초,100.0
16시 06분 21초,100.0
16시 06분 22초,99.75
16시 06분 23초,100.0
16시 06분 24초,100.0
16시 06분 25초,100.0
16시 06분 26초,100.0
16시 06분 27초,99.75
16시 06분 36초,99.75
16시 06분 37초,99.5
16시 06분 38초,99.5
16시 06분 39초,100.0
16시 06분 40초,99.75
16시 06분 41초,99.5
16시 06분 42초,99.75
16시 06분 43초,100.0
16시 06분 44초,100.0
16시 06분 45초,99.75
16시 06분 46초,99.75
16시 06분 47초,99.75
16시 06분 48초,99.75
16시 06분 49초,100.0
16시 06분 50초,100.0
16시 06분 51초,99.5
16시 06분 52초,100.0
16시 06분 53초,99.75
16시 06분 54초,100.0
16시 06분 55초,99.25
16시 06분 56초,99.25
16시 06분 57초,100.0
16시 06분 58초,100.0
16시 06분 59초,100.0
16시 07분 00초,99.25
16시 07분 01초,99.5
16시 07분 02초,100.0
16시 07분 03초,100.0
16시 07분 04초,99.5
16시 07분 05초,100.0
16시 07분 06초,99.5
16시 07분 07초,99.75
16시 07분 08초,100.0
16시 07분 09초,99.75
16시 07분 10초,99.25
16시 07분 11초,99.5
16시 07분 12초,99.75
16시 07분 13초,99.5
16시 07분 14초,99.75
16시 07분 15초,99.75
16시 07분 16초,99.25
16시 07분 17초,100.0
16시 07분 18초,100.0
16시 07분 19초,100.0
16시 07분 20초,99.5
16시 07분 21초,99.25
16시 07분 22초,99.25
16시 07분 23초,100.0
16시 07분 24초,99.75
16시 07분 25초,99.5
16시 07분 26초,99.5
16시 07분 27초,100.0
16시 07분 28초,100.0
16시 07분 29초,100.0
16시 07분 30초,100.0
16시 07분 31초,99.75
16시 07분 32초,100.0
16시 07분 33초,100.0
16시 07분 34초,100.0
16시 07분 35초,100.0
16시 07분 36초,98.5
16시 07분 37초,100.0
16시 07분 38초,100.0
16시 07분 39초,100.0
16시 07분 40초,100.0
16시 07분 41초,99.75
16시 07분 42초,100.0
16시 07분 43초,100.0
16시 07분 44초,100.0
16시 07분 45초,98.5
16시 07분 46초,99.75
16시 07분 47초,100.0
16시 07분 48초,100.0
16시 07분 49초,100.0
16시 07분 50초,100.0
16시 07분 51초,99.5
16시 07분 52초,100.0
16시 07분 53초,99.75
16시 07분 54초,99.75
16시 07분 55초,100.0
16시 07분 56초,99.75
16시 07분 57초,100.0
16시 07분 58초,100.0
16시 07분 59초,100.0
16시 08분 00초,99.5
16시 08분 01초,99.5
16시 08분 02초,100.0
16시 08분 03초,100.0
16시 08분 04초,100.0
16시 08분 05초,100.0
16시 09분 50초,99.5
16시 09분 51초,100.0
16시 09분 52초,100.0
16시 09분 53초,100.0
16시 09분 54초,99.75
16시 09분 55초,99.75
16시 09분 56초,100.0
16시 09분 57초,100.0
16시 09분 58초,100.0
16시 09분 59초,100.0
16시 10분 00초,99.5
16시 10분 01초,100.0
16시 10분 02초,99.5
16시 10분 03초,99.75
16시 10분 04초,99.75
16시 10분 05초,100.0
16시 10분 06초,99.75
16시 10분 07초,99.5
16시 10분 08초,99.5
16시 10분 09초,100.0
16시 10분 10초,100.0
16시 10분 11초,98.75
16시 10분 12초,100.0
16시 10분 13초,99.5
16시 10분 14초,99.75
16시 10분 15초,99.75
16시 10분 16초,100.0
16시 10분 17초,100.0
16시 10분 18초,99.5
16시 10분 19초,99.75
16시 10분 20초,99.5
16시 10분 21초,100.0
16시 10분 22초,99.75
16시 10분 23초,99.5
16시 10분 24초,100.0
16시 10분 25초,100.0
16시 10분 26초,99.5
16시 10분 27초,99.25
16시 10분 28초,99.75
16시 10분 29초,99.75
16시 10분 30초,99.5
16시 10분 31초,100.0
16시 10분 32초,99.5
16시 10분 33초,99.75
16시 10분 34초,99.26
16시 10분 35초,100.0
16시 10분 36초,99.5
16시 10분 37초,99.75
16시 10분 38초,99.5
16시 10분 39초,99.5
16시 10분 40초,99.5
16시 10분 41초,99.75
16시 10분 42초,100.0
16시 10분 43초,99.75
16시 10분 44초,100.0
16시 10분 45초,100.0
16시 10분 46초,99.5
16시 10분 47초,100.0
16시 10분 48초,99.75
16시 10분 49초,100.0
16시 10분 50초,99.5
16시 10분 51초,100.0
16시 10분 52초,100.0
16시 10분 53초,99.75
16시 10분 54초,100.0
16시 10분 55초,100.0
16시 10분 56초,100.0
16시 10분 57초,100.0
16시 10분 58초,100.0
16시 10분 59초,100.0
16시 11분 00초,99.25
16시 11분 01초,100.0
16시 11분 02초,100.0
16시 11분 03초,99.5
16시 11분 04초,99.75
16시 11분 05초,100.0
16시 11분 06초,99.5
16시 11분 07초,100.0
16시 11분 08초,99.25
16시 11분 09초,99.75
16시 11분 10초,100.0
16시 11분 11초,99.25
16시 11분 12초,100.0
16시 11분 13초,99.75
16시 11분 14초,100.0
16시 11분 15초,100.0
16시 11분 16초,100.0
16시 11분 17초,100.0
16시 11분 18초,99.5
16시 11분 19초,100.0
16시 08분 11초,99.0
16시 08분 12초,99.75
16시 08분 13초,100.0
16시 08분 14초,100.0
16시 08분 15초,99.75
16시 08분 16초,100.0
16시 08분 17초,99.75
16시 08분 18초,100.0
16시 08분 19초,100.0
16시 08분 20초,99.75
16시 08분 21초,100.0
16시 08분 22초,99.5
16시 08분 23초,100.0
16시 08분 24초,100.0
16시 08분 25초,100.0
16시 08분 26초,100.0
16시 08분 27초,99.0
16시 08분 28초,100.0
16시 08분 29초,100.0
16시 08분 30초,100.0
16시 08분 31초,99.75
16시 08분 32초,99.5
16시 08분 33초,99.5
16시 08분 34초,98.74
16시 08분 35초,100.0
16시 08분 36초,100.0
16시 08분 37초,99.75
16시 08분 38초,99.5
16시 08분 39초,100.0
16시 08분 40초,100.0
16시 08분 41초,100.0
16시 08분 42초,100.0
16시 08분 43초,99.5
16시 08분 44초,99.75
16시 08분 45초,98.76
16시 08분 46초,100.0
16시 08분 47초,100.0
16시 08분 48초,100.0
16시 08분 49초,99.75
16시 08분 50초,99.5
16시 08분 51초,99.75
16시 08분 52초,100.0
16시 08분 53초,99.5
16시 08분 54초,99.75
16시 08분 55초,99.75
16시 08분 56초,100.0
16시 08분 57초,99.5
16시 08분 58초,100.0
16시 08분 59초,99.75
16시 09분 00초,98.76
16시 09분 01초,100.0
16시 09분 02초,99.75
16시 09분 03초,99.75
16시 09분 04초,100.0
16시 09분 05초,99.5
16시 09분 06초,100.0
16시 09분 07초,100.0
16시 09분 08초,100.0
16시 09분 09초,100.0
16시 09분 10초,100.0
16시 09분 11초,98.75
16시 09분 12초,100.0
16시 09분 13초,100.0
16시 09분 14초,100.0
16시 09분 15초,99.75
16시 09분 16초,100.0
16시 09분 17초,100.0
16시 09분 18초,99.75
16시 09분 19초,100.0
16시 09분 20초,99.5
16시 09분 21초,100.0
16시 09분 22초,100.0
16시 09분 23초,100.0
16시 09분 24초,100.0
16시 09분 25초,99.75
16시 09분 26초,100.0
16시 09분 27초,100.0
16시 09분 28초,100.0
16시 09분 29초,99.5
16시 09분 30초,99.5
16시 09분 31초,99.75
16시 09분 32초,100.0
16시 09분 33초,100.0
16시 09분 34초,99.5
16시 09분 35초,99.75
16시 09분 36초,100.0
16시 09분 37초,99.5
16시 09분 38초,100.0
16시 09분 39초,100.0
16시 09분 40초,99.75
