Time,cpu usage
14시 20분 27초,0.5
14시 20분 28초,1.26
14시 20분 29초,1.01
14시 20분 30초,1.01
14시 20분 31초,1.0
14시 20분 32초,1.25
14시 20분 33초,1.5
14시 20분 34초,1.25
14시 20분 35초,0.25
14시 20분 36초,2.01
14시 20분 37초,0.76
14시 20분 38초,1.01
14시 20분 39초,0.5
14시 20분 40초,0.75
14시 20분 41초,0.75
14시 20분 42초,1.02
14시 20분 43초,1.27
14시 20분 44초,1.01
14시 20분 45초,1.26
14시 20분 46초,1.52
14시 20분 47초,0.75
14시 20분 48초,1.26
14시 20분 49초,1.01
14시 20분 50초,1.26
14시 20분 51초,1.01
14시 20분 52초,1.0
14시 20분 53초,2.27
14시 20분 54초,1.01
14시 20분 55초,1.5
14시 20분 56초,0.76
14시 20분 57초,1.0
14시 20분 58초,1.27
14시 20분 59초,1.51
14시 21분 00초,0.75
14시 21분 01초,1.26
14시 21분 02초,1.01
14시 21분 03초,0.51
14시 21분 04초,1.5
14시 21분 05초,0.5
14시 21분 06초,1.5
14시 21분 07초,1.52
14시 21분 08초,0.76
14시 21분 09초,0.75
14시 17분 48초,1.0
14시 17분 49초,1.51
14시 17분 50초,0.76
14시 17분 51초,1.01
14시 17분 52초,1.5
14시 17분 53초,1.01
14시 17분 54초,1.01
14시 17분 55초,0.76
14시 17분 56초,1.76
14시 17분 57초,1.27
14시 17분 58초,1.26
14시 17분 59초,0.5
14시 18분 00초,2.26
14시 18분 01초,0.75
14시 18분 02초,1.52
14시 18분 03초,1.51
14시 18분 04초,1.01
14시 18분 05초,1.51
14시 18분 06초,1.49
14시 18분 07초,0.75
14시 18분 08초,0.76
14시 18분 09초,1.5
14시 18분 10초,1.01
14시 18분 11초,0.5
14시 18분 12초,1.01
14시 18분 13초,0.75
14시 18분 14초,1.26
14시 18분 15초,1.01
14시 18분 16초,2.02
14시 18분 17초,1.0
14시 18분 18초,1.26
14시 18분 19초,0.25
14시 18분 20초,1.5
14시 18분 21초,0.76
14시 18분 22초,0.75
14시 18분 23초,1.01
14시 18분 24초,0.75
14시 18분 25초,0.75
14시 18분 26초,0.5
14시 18분 27초,3.54
14시 18분 28초,0.5
14시 18분 29초,2.5
14시 18분 30초,1.77
14시 18분 31초,0.75
14시 18분 32초,1.26
14시 18분 33초,1.51
14시 18분 34초,0.51
14시 18분 35초,1.01
14시 18분 36초,2.01
14시 18분 37초,1.25
14시 18분 38초,0.5
14시 18분 39초,1.26
14시 18분 40초,1.25
14시 18분 41초,1.25
14시 18분 42초,0.5
14시 18분 43초,0.76
14시 18분 44초,2.27
14시 18분 45초,1.27
14시 18분 46초,0.5
14시 18분 47초,1.26
14시 16분 43초,1.0
14시 16분 44초,1.51
14시 16분 45초,1.26
14시 16분 46초,0.76
14시 16분 47초,1.52
14시 16분 48초,1.5
14시 16분 49초,1.27
14시 16분 50초,0.75
14시 16분 51초,1.26
14시 16분 52초,2.26
14시 16분 53초,1.51
14시 16분 54초,2.04
14시 16분 55초,2.51
14시 16분 56초,1.0
14시 16분 57초,1.76
14시 16분 58초,1.26
14시 16분 59초,1.0
14시 17분 00초,1.01
14시 17분 01초,1.0
14시 17분 02초,0.5
14시 17분 03초,1.0
14시 17분 04초,1.51
14시 17분 05초,1.25
14시 17분 06초,1.01
14시 17분 07초,0.75
14시 17분 08초,0.51
14시 17분 09초,1.0
14시 17분 10초,0.5
14시 17분 11초,1.01
14시 17분 12초,1.01
14시 17분 13초,1.25
14시 17분 14초,1.26
14시 17분 15초,1.01
14시 17분 16초,1.26
14시 17분 17초,1.01
14시 17분 18초,1.0
14시 17분 19초,1.27
14시 17분 20초,1.51
14시 17분 21초,0.75
14시 17분 22초,1.26
14시 17분 23초,2.03
14시 17분 24초,1.01
14시 17분 25초,1.26
14시 17분 26초,1.26
14시 17분 27초,1.0
14시 17분 28초,1.26
14시 17분 29초,0.51
14시 17분 30초,1.51
14시 17분 31초,1.51
14시 17분 32초,0.5
14시 17분 33초,0.75
14시 17분 34초,1.51
14시 17분 35초,1.27
14시 17분 36초,1.01
14시 17분 37초,1.52
14시 17분 38초,0.75
14시 17분 39초,1.01
14시 17분 40초,1.0
14시 17분 41초,0.5
14시 17분 42초,0.76
14시 23분 25초,0.75
14시 23분 26초,0.76
14시 23분 27초,1.0
14시 23분 28초,1.25
14시 23분 29초,0.75
14시 23분 30초,1.01
14시 23분 31초,0.76
14시 23분 32초,1.26
14시 23분 33초,0.75
14시 23분 34초,1.01
14시 23분 35초,1.0
14시 23분 36초,1.26
14시 23분 37초,1.01
14시 23분 38초,1.02
14시 23분 39초,1.0
14시 23분 40초,1.51
14시 23분 41초,1.0
14시 23분 42초,1.02
14시 23분 43초,1.0
14시 23분 44초,0.5
14시 23분 45초,1.0
14시 23분 46초,1.26
14시 23분 47초,0.0
14시 23분 48초,1.5
14시 23분 49초,1.0
14시 23분 50초,1.26
14시 23분 51초,1.02
14시 23분 52초,0.5
14시 23분 53초,2.02
14시 23분 54초,0.76
14시 23분 55초,0.76
14시 23분 56초,1.52
14시 23분 57초,1.52
14시 23분 58초,1.51
14시 23분 59초,1.5
14시 24분 00초,0.76
14시 24분 01초,1.26
14시 24분 02초,1.27
14시 24분 03초,0.75
14시 24분 04초,1.01
14시 24분 05초,1.26
14시 24분 06초,0.5
14시 24분 07초,0.75
14시 24분 08초,2.26
14시 24분 09초,0.5
14시 24분 10초,1.01
14시 24분 11초,1.01
14시 24분 12초,1.01
14시 24분 13초,1.75
14시 24분 14초,0.25
14시 24분 15초,1.01
14시 24분 16초,1.01
14시 24분 17초,1.51
14시 24분 18초,2.02
14시 24분 19초,1.02
14시 24분 20초,0.76
14시 24분 21초,1.01
14시 24분 22초,0.76
14시 24분 23초,1.5
14시 24분 24초,1.01
14시 12분 34초,1.76
14시 12분 35초,1.27
14시 12분 36초,0.5
14시 12분 37초,0.75
14시 12분 38초,1.26
14시 12분 39초,1.5
14시 12분 40초,1.26
14시 12분 41초,0.76
14시 12분 42초,0.76
14시 12분 43초,1.77
14시 12분 44초,0.75
14시 12분 45초,0.75
14시 12분 46초,0.75
14시 12분 47초,1.5
14시 12분 48초,2.51
14시 12분 49초,1.01
14시 12분 50초,1.76
14시 12분 51초,0.76
14시 12분 52초,1.26
14시 12분 53초,1.01
14시 12분 54초,1.01
14시 12분 55초,1.26
14시 12분 56초,0.5
14시 12분 57초,1.01
14시 12분 58초,0.5
14시 12분 59초,1.01
14시 13분 00초,1.75
14시 13분 01초,1.01
14시 13분 02초,1.01
14시 13분 03초,1.01
14시 13분 04초,1.52
14시 13분 05초,1.25
14시 13분 06초,0.76
14시 13분 07초,0.5
14시 13분 08초,1.5
14시 13분 09초,0.76
14시 13분 10초,1.26
14시 13분 11초,2.75
14시 13분 12초,0.76
14시 13분 13초,0.75
14시 13분 14초,1.01
14시 13분 15초,1.52
14시 13분 16초,1.0
14시 13분 17초,0.76
14시 13분 18초,0.75
14시 13분 19초,1.76
14시 13분 20초,1.01
14시 13분 21초,0.75
14시 13분 22초,0.76
14시 13분 23초,1.25
14시 13분 24초,1.25
14시 13분 25초,0.76
14시 13분 26초,1.52
14시 13분 27초,1.0
14시 13분 28초,1.52
14시 13분 29초,1.01
14시 13분 30초,1.51
14시 13분 31초,0.75
14시 13분 32초,2.02
14시 13분 33초,1.52
14시 15분 40초,1.26
14시 15분 41초,1.0
14시 15분 42초,1.27
14시 15분 43초,1.51
14시 15분 44초,0.51
14시 15분 45초,1.0
14시 15분 46초,0.76
14시 15분 47초,3.02
14시 15분 48초,1.26
14시 15분 49초,1.75
14시 15분 50초,0.76
14시 15분 51초,0.76
14시 15분 52초,1.26
14시 15분 53초,1.51
14시 15분 54초,2.02
14시 15분 55초,0.75
14시 15분 56초,1.01
14시 15분 57초,1.01
14시 15분 58초,1.76
14시 15분 59초,1.26
14시 16분 00초,1.27
14시 16분 01초,1.25
14시 16분 02초,0.75
14시 16분 03초,1.26
14시 16분 04초,0.75
14시 16분 05초,1.27
14시 16분 06초,1.25
14시 16분 07초,1.01
14시 16분 08초,1.01
14시 16분 09초,1.75
14시 16분 10초,1.01
14시 16분 11초,1.26
14시 16분 12초,0.76
14시 16분 13초,1.26
14시 16분 14초,0.75
14시 16분 15초,0.76
14시 16분 16초,0.5
14시 16분 17초,0.5
14시 16분 18초,1.25
14시 16분 19초,1.52
14시 16분 20초,1.26
14시 16분 21초,1.0
14시 16분 22초,1.0
14시 16분 23초,0.76
14시 16분 24초,1.25
14시 16분 25초,1.51
14시 16분 26초,1.01
14시 16분 27초,1.75
14시 16분 28초,1.26
14시 16분 29초,1.26
14시 16분 30초,0.51
14시 16분 31초,0.75
14시 16분 32초,2.5
14시 16분 33초,0.75
14시 16분 34초,1.26
14시 16분 35초,1.0
14시 16분 36초,2.27
14시 16분 37초,0.75
14시 16분 38초,0.51
14시 16분 39초,1.24
14시 14분 36초,1.52
14시 14분 37초,1.76
14시 14분 38초,1.0
14시 14분 39초,0.75
14시 14분 40초,0.51
14시 14분 41초,1.25
14시 14분 42초,0.76
14시 14분 43초,1.01
14시 14분 44초,1.01
14시 14분 45초,1.5
14시 14분 46초,1.76
14시 14분 47초,1.0
14시 14분 48초,1.01
14시 14분 49초,1.0
14시 14분 50초,1.26
14시 14분 51초,0.76
14시 14분 52초,0.76
14시 14분 53초,1.26
14시 14분 54초,1.77
14시 14분 55초,0.75
14시 14분 56초,0.76
14시 14분 57초,1.01
14시 14분 58초,1.25
14시 14분 59초,1.26
14시 15분 00초,0.75
14시 15분 01초,1.27
14시 15분 02초,1.0
14시 15분 03초,1.01
14시 15분 04초,0.75
14시 15분 05초,1.01
14시 15분 06초,0.75
14시 15분 07초,1.01
14시 15분 08초,0.5
14시 15분 09초,1.26
14시 15분 10초,1.26
14시 15분 11초,1.52
14시 15분 12초,1.51
14시 15분 13초,1.26
14시 15분 14초,1.75
14시 15분 15초,1.52
14시 15분 16초,1.25
14시 15분 17초,1.53
14시 15분 18초,1.26
14시 15분 19초,0.75
14시 15분 20초,1.0
14시 15분 21초,0.76
14시 15분 22초,1.0
14시 15분 23초,1.51
14시 15분 24초,1.0
14시 15분 25초,1.52
14시 15분 26초,1.0
14시 15분 27초,1.26
14시 15분 28초,1.27
14시 15분 29초,1.0
14시 15분 30초,1.26
14시 15분 31초,1.01
14시 15분 32초,1.25
14시 15분 33초,1.26
14시 15분 34초,1.5
14시 15분 35초,1.01
14시 22분 19초,0.76
14시 22분 20초,0.5
14시 22분 21초,1.51
14시 22분 22초,1.0
14시 22분 23초,1.25
14시 22분 24초,1.26
14시 22분 25초,1.0
14시 22분 26초,0.75
14시 22분 27초,1.26
14시 22분 28초,1.01
14시 22분 29초,1.25
14시 22분 30초,1.26
14시 22분 31초,1.5
14시 22분 32초,1.01
14시 22분 33초,1.01
14시 22분 34초,1.5
14시 22분 35초,0.51
14시 22분 36초,0.76
14시 22분 37초,1.0
14시 22분 38초,1.01
14시 22분 39초,1.26
14시 22분 40초,1.26
14시 22분 41초,2.28
14시 22분 42초,1.52
14시 22분 43초,1.25
14시 22분 44초,0.25
14시 22분 45초,1.26
14시 22분 46초,1.01
14시 22분 47초,0.75
14시 22분 48초,0.76
14시 22분 49초,0.5
14시 22분 50초,0.75
14시 22분 51초,1.52
14시 22분 52초,1.01
14시 22분 53초,1.26
14시 22분 54초,1.01
14시 22분 55초,0.5
14시 22분 56초,0.76
14시 22분 57초,1.26
14시 22분 58초,1.26
14시 22분 59초,1.01
14시 23분 00초,1.26
14시 23분 01초,1.5
14시 23분 02초,1.51
14시 23분 03초,1.26
14시 23분 04초,0.76
14시 23분 05초,1.25
14시 23분 06초,1.25
14시 23분 07초,1.26
14시 23분 08초,0.76
14시 23분 09초,1.51
14시 23분 10초,1.51
14시 23분 11초,1.26
14시 23분 12초,1.25
14시 23분 13초,0.5
14시 23분 14초,1.52
14시 23분 15초,1.01
14시 23분 16초,1.26
14시 23분 17초,0.5
14시 23분 18초,0.75
14시 21분 14초,0.5
14시 21분 15초,1.25
14시 21분 16초,1.01
14시 21분 17초,1.76
14시 21분 18초,0.75
14시 21분 19초,1.01
14시 21분 20초,1.01
14시 21분 21초,1.01
14시 21분 22초,2.02
14시 21분 23초,0.75
14시 21분 24초,1.02
14시 21분 25초,1.75
14시 21분 26초,0.76
14시 21분 27초,1.25
14시 21분 28초,1.02
14시 21분 29초,1.5
14시 21분 30초,0.75
14시 21분 31초,0.76
14시 21분 32초,1.76
14시 21분 33초,2.27
14시 21분 34초,1.25
14시 21분 35초,0.75
14시 21분 36초,0.75
14시 21분 37초,0.0
14시 21분 38초,1.25
14시 21분 39초,1.26
14시 21분 40초,1.0
14시 21분 41초,1.26
14시 21분 42초,0.75
14시 21분 43초,2.29
14시 21분 44초,1.01
14시 21분 45초,1.51
14시 21분 46초,1.5
14시 21분 47초,1.01
14시 21분 48초,1.52
14시 21분 49초,1.0
14시 21분 50초,1.01
14시 21분 51초,0.76
14시 21분 52초,1.26
14시 21분 53초,0.51
14시 21분 54초,2.01
14시 21분 55초,1.52
14시 21분 56초,0.76
14시 21분 57초,1.5
14시 21분 58초,0.76
14시 21분 59초,1.01
14시 22분 00초,1.51
14시 22분 01초,1.25
14시 22분 02초,1.52
14시 22분 03초,1.0
14시 22분 04초,0.75
14시 22분 05초,0.75
14시 22분 06초,0.75
14시 22분 07초,1.0
14시 22분 08초,1.53
14시 22분 09초,1.01
14시 22분 10초,1.52
14시 22분 11초,1.77
14시 22분 12초,0.25
14시 22분 13초,1.25
